"","again","party1","party2"
"1070","Schwarz Bronislav","Suveren.","ANO 2011"
"1071","Vokšay Marek","Suveren.","HLVZHÙRU"
"1072","Vaòková Darina","Suveren.","Suveren."
"1073","Dašková Hana","Suveren.","Suveren."
"1074","Votoèek Jiøí","Suveren.","Suveren."
"1075","Filipová Alena","Suveren.","HLVZHÙRU"
"1076","Melicharová Lenka","Suveren.","Suveren."
"1077","Šimák Ivo","Suveren.","HLVZHÙRU"
"1078","Dokoupil Radek","Suveren.","Suveren."
"1079","Tomášek Jan","Suveren.","HLVZHÙRU"
"1080","Bejdáková Jitka","Suveren.","Suveren."
"1081","Skácel Petr","Suveren.","Suveren."
"1082","Slezák Stanislav","Suveren.","Suveren."
"1083","Burger Jan","Suveren.","Suveren."
"1084","Fuèík Zdenìk","Suveren.","Suveren."
"1085","Pırek Hubert","Suveren.","Suveren."
"1086","Orel Ladislav","Suveren.","Suveren."
"1087","Ferenc Bohumil","Suveren.","HLVZHÙRU"
"1088","Kobza Bronislav","Suveren.","HLVZHÙRU"
"1089","Bobošíková Jana","Suveren.","HLVZHÙRU"
"1090","Smetana Vladimír","Suveren.","Úsvit"
"1091","Vavrincová Mária","Suveren.","Suveren."
"1092","Hájek Václav","Suveren.","Suveren."
"1093","Tamáš Jan","HS","Zmìna"
"1094","Bednáøová Táòa","HS","Zmìna"
"1095","Feminová Dana","HS","Zmìna"
"1096","Cachová Daniela","HS","Zmìna"
"1097","Jareš Jiøí","HS","Zmìna"
"1098","Opoleckı Hynek","HS","Zmìna"
"1099","Syrovátková Jana","ÈPS","Piráti"
"1100","Štrosová Lenka","ÈPS","Piráti"
"1101","Liška Pavel","ÈPS","Piráti"
"1102","Vileta Petr","ÈPS","Piráti"
"1103","Bouøa Even","ÈPS","Piráti"
"1104","Rezek Stanislav","ÈPS","Piráti"
"1105","Vodièka Petr","ÈPS","Piráti"
"1106","Šafáø Jan","ÈPS","Piráti"
"1107","Kuèera Jaroslav","ÈPS","Piráti"
"1108","Holík Vlastimil","ÈPS","Piráti"
"1109","Švadlenka Martin","ÈPS","Piráti"
"1110","Cedivoda Karel","ÈPS","Piráti"
"1111","Breškovec Michal","ÈPS","Piráti"
"1112","Trojanèík Radovan","ÈPS","Piráti"
"1113","Novı Jaroslav","DSSS","DSSS"
"1114","Soukup Milan","DSSS","DSSS"
"1115","Mlejnek Radim","DSSS","DSSS"
"1116","Malı Martin","DSSS","DSSS"
"1117","Chodora Josef","DSSS","DSSS"
"1118","Pelák Vladimír","DSSS","DSSS"
"1119","Koláøík Martin","DSSS","DSSS"
"1120","Roth Ladislav","DSSS","DSSS"
"1121","Zbela Martin","DSSS","DSSS"
"1122","Fronìk Jiøí","DSSS","DSSS"
"1123","Blaško Jan","DSSS","DSSS"
"1124","Kaláb Petr","DSSS","DSSS"
"1125","Kováøík Pavel","DSSS","DSSS"
"1126","Nestler Jindøich","DSSS","DSSS"
"1127","Trojan Pavel","DSSS","ÈSSD"
"1128","Jirásek Vladimír","DSSS","DSSS"
"1129","oha Jan","DSSS","DSSS"
"1130","Votava Libor","DSSS","DSSS"
"1131","Kuèera Jaroslav","DSSS","Piráti"
"1132","De Valerio Štìpán","DSSS","DSSS"
"1133","Skoumalová Simona","DSSS","DSSS"
"1134","Køivánek Josef","DSSS","DSSS"
"1135","Augusta Jaroslav","DSSS","DSSS"
"1136","Svoboda Jakub","DSSS","DSSS"
"1137","Hráèek Jan","DSSS","DSSS"
"1138","Golich Petr","DSSS","DSSS"
"1139","Dichter František","DSSS","DSSS"
"1140","Formánek Josef","DSSS","DSSS"
"1141","Komárek Václav","DSSS","DSSS"
"1142","Karbula Lubomír","DSSS","DSSS"
"1143","Gaik Gabriel","DSSS","DSSS"
"1144","Kykalová Ramešová Kateøina","Svobodní","Svobodní"
"1145","Fikarová Jindøiška","Svobodní","HLVZHÙRU"
"1146","Krása Tomáš","Svobodní","Svobodní"
"1147","Moravec Milan","Svobodní","Piráti"
"1148","Èervenka František","Svobodní","HLVZHÙRU"
"1149","Vodièka Milan","Svobodní","Svobodní"
"1150","Heincl Jiøí","Svobodní","Svobodní"
"1151","Boèek Pavel","Svobodní","Svobodní"
"1152","Škorpil Vratislav","Svobodní","Svobodní"
"1153","Bednáø Miloslav","Svobodní","Svobodní"
"1154","Jakl Václav","Svobodní","Svobodní"
"1155","Pánek Martin","Svobodní","Svobodní"
"1156","Pánek Jiøí","Svobodní","Svobodní"
"1157","Woznica Vlastimil","Svobodní","ANO 2011"
"1158","ák Petr","Svobodní","HLVZHÙRU"
"1159","Stroukal Dominik","Svobodní","Svobodní"
"1160","Pátek Pavel","Svobodní","Svobodní"
"1161","Jedlièka Vít","Svobodní","Svobodní"
"1162","Kalhous Petr","Svobodní","Svobodní"
"1163","Káles Josef","Svobodní","Svobodní"
"1164","Bartoš Michael","Svobodní","Svobodní"
"1165","Pokorná Petra","Svobodní","Svobodní"
"1166","Vlk Ludìk","Svobodní","Svobodní"
"1167","Sokol Martin","Svobodní","Svobodní"
"1168","Kaláb Tomáš","Svobodní","HLVZHÙRU"
"1169","Nechvátal Vladislav","Svobodní","HLVZHÙRU"
"1170","Paulát Pavel","Svobodní","Svobodní"
"1171","Pešán Ondøej","Svobodní","Svobodní"
"1172","Švehla Pavel","Svobodní","Svobodní"
"1173","Dvoøák Pavel","Svobodní","Svobodní"
"1174","Ambro Vladimír","Svobodní","Svobodní"
"1175","Gazda Richard","Svobodní","Svobodní"
"1176","Cupánek Miroslav","Svobodní","Svobodní"
"1177","Èernochová Jana","ODS","ODS"
"1178","Mallotová Helena","ODS","ODS"
"1179","Janderová Jaroslava","ODS","ODS"
"1180","Gabriel Jan","ODS","ODS"
"1181","Jermanová Jaroslava","ODS","ANO 2011"
"1182","Lesák Libor","ODS","ODS"
"1183","Skopeèek Jan","ODS","ODS"
"1184","Pajkrtová Cecilie","ODS","ODS"
"1185","Vanìk Tomáš","ODS","ODS"
"1186","Vrana Jiøí","ODS","ODS"
"1187","Hajdušek Tomáš","ODS","ODS"
"1188","Doktor Michal","ODS","HLVZHÙRU"
"1189","Pøívozník Ladislav","ODS","ODS"
"1190","Bláha Jindøich","ODS","ODS"
"1191","Sviták Martin","ODS","ODS"
"1192","Pape Jiøí","ODS","ODS"
"1193","Duchková Stanislava","ODS","ODS"
"1194","Vilímec Vladislav","ODS","ODS"
"1195","Chlupáè Ladislav","ODS","ODS"
"1196","Bartošová Kateøina","ODS","ODS"
"1197","Weberová Ivana","ODS","ODS"
"1198","Stanìk Pavel","ODS","ODS"
"1199","Brykner Ladislav","ODS","ODS"
"1200","Záleskı Vladimír","ODS","ODS"
"1201","Pajer Jan","ODS","ODS"
"1202","Èechlovskı Jan","ODS","ODS"
"1203","Stránská Alena","ODS","ODS"
"1204","Kafoòková Simona","ODS","HLVZHÙRU"
"1205","Tecl Jan","ODS","ODS"
"1206","Fischerová Jana","ODS","ODS"
"1207","Golas Milan","ODS","ODS"
"1208","Hermanová Zuzana","ODS","ODS"
"1209","Beránek Martin","ODS","ODS"
"1210","Jurka Karel","ODS","ODS"
"1211","Fiala Radim","ODS","Úsvit"
"1212","Orság Stanislav","ODS","ODS"
"1213","Dvorskı Miloslav","ODS","ODS"
"1214","Šindláø Miroslav","ODS","ODS"
"1215","Pijáèek Jan","ODS","ODS"
"1216","Hradil Ludìk","ODS","ODS"
"1217","Wenigerová Jaroslava","ODS","ODS"
"1218","Buzek Pavel","ODS","TOP 09"
"1219","Pipreková Helena","ODS","ANO 2011"
"1220","Vepøek Roman","ODS","ODS"
"1221","Fischerová Taana","KH","Zmìna"
"1222","Šatavová Monika","KH","Zmìna"
