districtNumber;districtName;orderList;name;age;votes;nomParty;;
38;Severomoravskı;31;Bláha Jan;49;248;KSÈM;;
38;Severomoravskı;32;Eliáš Pavel;44;223;KSÈM;;
38;Severomoravskı;33;Seidler Ervín;65;331;KSÈM;;
38;Severomoravskı;34;Marek Miroslav;43;293;KSÈM;;
38;Severomoravskı;35;Holı Pavel;44;269;KSÈM;;
38;Severomoravskı;36;Janíèek Karel;52;355;KSÈM;;
38;Severomoravskı;37;Nebel Radim;43;179;KSÈM;;
38;Severomoravskı;38;Navrátil Václav;39;264;KSÈM;;
38;Severomoravskı;39;Hoš Vladimír;46;151;KSÈM;;
38;Severomoravskı;40;Pìnièka František;64;279;KSÈM;;
38;Severomoravskı;41;Vágner Jaroslav RS;46;690;KSÈM;;
38;Severomoravskı;42;Fabián Milan;44;141;KSÈM;;
38;Severomoravskı;43;Heczko Eduard;48;610;KSÈM;;
38;Severomoravskı;44;Stroupek Vladimír;40;147;KSÈM;;
38;Severomoravskı;45;Hıbl Jaroslav;45;450;KSÈM;;
38;Severomoravskı;46;Gajdáèek Petr;46;123;KSÈM;;
38;Severomoravskı;47;Lelek Petr;33;224;KSÈM;;
38;Severomoravskı;48;Opršal Jaroslav;44;151;KSÈM;;
38;Severomoravskı;49;Matocha Rudolf;50;225;KSÈM;;
38;Severomoravskı;50;Filipová Boena;53;409;KSÈM;;
38;Severomoravskı;51;Haneška Drahomír;53;206;KSÈM;;
38;Severomoravskı;52;Skácel Miroslav;48;311;KSÈM;;
38;Severomoravskı;53;Michna Ivo;45;358;KSÈM;;
38;Severomoravskı;54;Krušina Jaroslav;40;284;KSÈM;;
38;Severomoravskı;55;Oprštìnı Jan;43;241;KSÈM;;
31;Praha;1;Lanè Radek;29;0;SZ;;
31;Praha;2;Èemus Petr;43;0;SZ;;
31;Praha;3;Jachnin Petr;37;0;SZ;;
31;Praha;4;Nesvadba Jindøich tech;74;0;SZ;;
31;Praha;5;Weidenhofferová Daniela;49;0;SZ;;
31;Praha;6;Kutı Jan;34;0;SZ;;
31;Praha;7;Biedrmannová Carola;48;0;SZ;;
31;Praha;8;Binek Bedøich;69;0;SZ;;
31;Praha;9;Zdìnovec Karel;30;0;SZ;;
31;Praha;10;Maloveczki Michal;24;0;SZ;;
31;Praha;11;Beranovskı Jiøí;28;0;SZ;;
31;Praha;12;Konvalinová Ivana;32;0;SZ;;
31;Praha;13;Kuèerová Ivana;33;0;SZ;;
31;Praha;14;Kosinová René;38;0;SZ;;
31;Praha;15;Frühauf Ivan;42;0;SZ;;
31;Praha;16;Sunkovskı Jiøí;24;0;SZ;;
31;Praha;17;Vlásek Tomáš;49;0;SZ;;
31;Praha;18;Hudlièka Petr;25;0;SZ;;
31;Praha;19;Uxa Emerich;30;0;SZ;;
31;Praha;20;Vachtl Zdenìk;66;0;SZ;;
31;Praha;21;Kardová Marie;49;0;SZ;;
31;Praha;22;Hısek Tomáš;27;0;SZ;;
31;Praha;23;Èernı Vladimír;64;0;SZ;;
31;Praha;24;Wegrecki Antonín;42;0;SZ;;
31;Praha;25;Stanìk Jaroslav;58;0;SZ;;
31;Praha;26;Maøík Miroslav;47;0;SZ;;
31;Praha;27;Krátkı Vladimír;67;0;SZ;;
31;Praha;28;Sıkora Miroslav;35;0;SZ;;
31;Praha;29;Køístek František;53;0;SZ;;
31;Praha;30;Šochmanová Jitka;43;0;SZ;;
31;Praha;31;Švestka Jiøí;37;0;SZ;;
31;Praha;32;Dvoøák Miroslav;66;0;SZ;;
31;Praha;33;Kaloš Ludvík;68;0;SZ;;
31;Praha;34;Šimáèek Petr;53;0;SZ;;
31;Praha;35;Drahan Jaroslav;48;0;SZ;;
31;Praha;36;Hakenová Jana;60;0;SZ;;
32;Støedoèeskı;1;Èejka Jiøí;41;0;SZ;;
32;Støedoèeskı;2;Plch Rudolf;55;0;SZ;;
32;Støedoèeskı;3;Kubínová Nadìda;63;0;SZ;;
32;Støedoèeskı;4;Suková Jana;56;0;SZ;;
32;Støedoèeskı;5;Kukal Otakar;49;0;SZ;;
32;Støedoèeskı;6;Procházka Vladimír;54;0;SZ;;
32;Støedoèeskı;7;Roïalovskı František;52;0;SZ;;
32;Støedoèeskı;8;Svoboda Emanuel;43;0;SZ;;
33;Jihoèeskı;1;Zeman Emil;49;0;SZ;;
33;Jihoèeskı;2;Dubskı Michael;39;0;SZ;;
33;Jihoèeskı;3;Francl Vratislav;63;0;SZ;;
33;Jihoèeskı;4;Kadlec Milan;57;0;SZ;;
33;Jihoèeskı;5;Lampert Horst;47;0;SZ;;
33;Jihoèeskı;6;Sıkorová Helena;55;0;SZ;;
33;Jihoèeskı;7;Klíma Karel;54;0;SZ;;
33;Jihoèeskı;8;Laòka Stanislav;45;0;SZ;;
33;Jihoèeskı;9;Neuil Jaroslav;48;0;SZ;;
33;Jihoèeskı;10;Kadubec Jiøí;52;0;SZ;;
33;Jihoèeskı;11;Kub Karel;52;0;SZ;;
33;Jihoèeskı;12;Burkoò Bedøich;48;0;SZ;;
33;Jihoèeskı;13;Špatnı Vladimír;39;0;SZ;;
33;Jihoèeskı;14;Lavièková Romana;39;0;SZ;;
33;Jihoèeskı;15;Suchánková Eva;54;0;SZ;;
33;Jihoèeskı;16;Šamal Vlastislav;73;0;SZ;;
33;Jihoèeskı;17;Sodomka Jan;63;0;SZ;;
33;Jihoèeskı;18;Burešová Rùena;62;0;SZ;;
33;Jihoèeskı;19;Masopust Václav;52;0;SZ;;
33;Jihoèeskı;20;Kaòkovskı Josef;25;0;SZ;;
34;Západoèeskı;1;lebek Pavel RNDr;52;0;SZ;;
34;Západoèeskı;2;Kalèík Jiøí;33;0;SZ;;
34;Západoèeskı;3;Hradil Ivan;49;0;SZ;;
34;Západoèeskı;4;Kaòák Karel;73;0;SZ;;
34;Západoèeskı;5;Šoustalová Marie;58;0;SZ;;
34;Západoèeskı;6;Šimáèek Zdenìk;58;0;SZ;;
34;Západoèeskı;7;Prùchová Jana;49;0;SZ;;
34;Západoèeskı;8;Horáèek Jaroslav;29;0;SZ;;
34;Západoèeskı;9;Èipera Ivan;34;0;SZ;;
34;Západoèeskı;10;Voráèek Jiøí;45;0;SZ;;
34;Západoèeskı;11;Feix Václav;38;0;SZ;;
34;Západoèeskı;12;Horn Miroslav;45;0;SZ;;
34;Západoèeskı;13;Rùièka Jiøí;49;0;SZ;;
34;Západoèeskı;14;Rosíg Václav;66;0;SZ;;
34;Západoèeskı;15;Klér Petr;51;0;SZ;;
34;Západoèeskı;16;Zikmund Jiøí;36;0;SZ;;
34;Západoèeskı;17;Šimáèková Vìra;54;0;SZ;;
34;Západoèeskı;18;Pøíhoda Zdenìk;33;0;SZ;;
34;Západoèeskı;19;Pavelec Josef;40;0;SZ;;
34;Západoèeskı;20;Kindlová Jana;45;0;SZ;;
34;Západoèeskı;21;Hanzelínová Lada;24;0;SZ;;
34;Západoèeskı;22;Karásková Radmila;32;0;SZ;;
34;Západoèeskı;23;Janková Hana;44;0;SZ;;
34;Západoèeskı;24;Blaek Miloš;40;0;SZ;;
34;Západoèeskı;25;Šefránek Jiøí;62;0;SZ;;
35;Severoèeskı;1;Oslej Dušan;56;0;SZ;;
35;Severoèeskı;2;Smítková Ilona;47;0;SZ;;
35;Severoèeskı;3;Sopko Kamil;55;0;SZ;;
35;Severoèeskı;4;Holub Víteslav;49;0;SZ;;
35;Severoèeskı;5;Mazaè Vladimír;59;0;SZ;;
35;Severoèeskı;6;Verbíø Ludìk;28;0;SZ;;
35;Severoèeskı;7;Suchı Josef;46;0;SZ;;
35;Severoèeskı;8;Müller Martin;32;0;SZ;;
35;Severoèeskı;9;Kabáè Josef;33;0;SZ;;
35;Severoèeskı;10;Bluma Milan;33;0;SZ;;
35;Severoèeskı;11;Kollár Even;58;0;SZ;;
35;Severoèeskı;12;Dytrych Jan;41;0;SZ;;
35;Severoèeskı;13;Jirásek Jaromír;42;0;SZ;;
35;Severoèeskı;14;Stanko Jan;38;0;SZ;;
35;Severoèeskı;15;Gutzerová Nadìda;31;0;SZ;;
35;Severoèeskı;16;Jelínek Vladimír;42;0;SZ;;
35;Severoèeskı;17;Pucherna Václav;49;0;SZ;;
35;Severoèeskı;18;Kadlec Bohumil;60;0;SZ;;
35;Severoèeskı;19;Schwarz Pavel;32;0;SZ;;
35;Severoèeskı;20;Grünhut Gerhard;60;0;SZ;;
35;Severoèeskı;21;Ledvinka František;56;0;SZ;;
35;Severoèeskı;22;Procházková Marcela;47;0;SZ;;
35;Severoèeskı;23;Krákora Jaroslav;40;0;SZ;;
35;Severoèeskı;24;Svoboda Stanislav;48;0;SZ;;
35;Severoèeskı;25;Jungmannová Danuše;41;0;SZ;;
35;Severoèeskı;26;Kabát František;45;0;SZ;;
35;Severoèeskı;27;Bílek Pavel;51;0;SZ;;
35;Severoèeskı;28;Baòkowská Zdìnka;44;0;SZ;;
35;Severoèeskı;29;Junková Marie;25;0;SZ;;
35;Severoèeskı;30;Funke Jan;45;0;SZ;;
35;Severoèeskı;31;Janáš Vladimír;47;0;SZ;;
35;Severoèeskı;32;Svoboda Leoš;40;0;SZ;;
35;Severoèeskı;33;Pech Jindøich;36;0;SZ;;
35;Severoèeskı;34;Janovskı Milan;62;0;SZ;;
35;Severoèeskı;35;Goldammer Zbynìk;43;0;SZ;;
36;Vıchodoèeskı;1;Kejval Miloslav;47;0;SZ;;
36;Vıchodoèeskı;2;Haisová Marie;45;0;SZ;;
36;Vıchodoèeskı;3;Podzimek Miloslav;43;0;SZ;;
36;Vıchodoèeskı;4;Pohlová Marta;52;0;SZ;;
36;Vıchodoèeskı;5;Bureš Jiøí;24;0;SZ;;
36;Vıchodoèeskı;6;Vanìk Oldøich;44;0;SZ;;
36;Vıchodoèeskı;7;Sádlová Jaromíra;67;0;SZ;;
36;Vıchodoèeskı;8;Kricnar František;51;0;SZ;;
36;Vıchodoèeskı;9;Chrastina Jaroslav;62;0;SZ;;
36;Vıchodoèeskı;10;Šedivı Stanislav;48;0;SZ;;
36;Vıchodoèeskı;11;Honìk Jiøí;32;0;SZ;;
36;Vıchodoèeskı;12;Karlík Jaroslav;42;0;SZ;;
36;Vıchodoèeskı;13;Nosek Roman;48;0;SZ;;
36;Vıchodoèeskı;14;Barnet Miroslav;39;0;SZ;;
36;Vıchodoèeskı;15;Straka Pavel;44;0;SZ;;
36;Vıchodoèeskı;16;Pavlát Jiøí;48;0;SZ;;
36;Vıchodoèeskı;17;Jeek Tomáš;38;0;SZ;;
37;Jihomoravskı;1;Rokos Miroslav;37;0;SZ;;
37;Jihomoravskı;2;Hešlar Jan;61;0;SZ;;
37;Jihomoravskı;3;Bastrová Hana;23;0;SZ;;
37;Jihomoravskı;4;Pospíchal Zdenìk;55;0;SZ;;
37;Jihomoravskı;5;Frıbertová Anna;32;0;SZ;;
37;Jihomoravskı;6;Drápela Jiøí;38;0;SZ;;
37;Jihomoravskı;7;Nekvapil Josef;50;0;SZ;;
37;Jihomoravskı;8;Binder Leopold;36;0;SZ;;
37;Jihomoravskı;9;Macurová Dana;37;0;SZ;;
37;Jihomoravskı;10;Jurkoviè Miroslav;33;0;SZ;;
37;Jihomoravskı;11;Podhornı Jaroslav;35;0;SZ;;
37;Jihomoravskı;12;Gazda Lukáš;22;0;SZ;;
37;Jihomoravskı;13;Drápalová Jana;33;0;SZ;;
37;Jihomoravskı;14;Muík Vladimír;39;0;SZ;;
37;Jihomoravskı;15;Švec Jiøí;41;0;SZ;;
37;Jihomoravskı;16;Svobodová Ludmila;41;0;SZ;;
37;Jihomoravskı;17;Šulc Ivo;35;0;SZ;;
37;Jihomoravskı;18;Benda Petr;54;0;SZ;;
37;Jihomoravskı;19;Vlèek Vlastimil;34;0;SZ;;
37;Jihomoravskı;20;Uhlíøová Marie;47;0;SZ;;
37;Jihomoravskı;21;Vališ Stanislav;67;0;SZ;;
37;Jihomoravskı;22;Buk Ludvík;42;0;SZ;;
37;Jihomoravskı;23;Bydovskı Pavel;26;0;SZ;;
37;Jihomoravskı;24;Kulíšek Mikuláš;51;0;SZ;;
37;Jihomoravskı;25;Zabloudilová Vìra;52;0;SZ;;
37;Jihomoravskı;26;Mackù Hanuš;23;0;SZ;;
37;Jihomoravskı;27;Finsterle Jiøí;54;0;SZ;;
37;Jihomoravskı;28;Daniel Jan;39;0;SZ;;
37;Jihomoravskı;29;Nesiba Jaroslav;49;0;SZ;;
37;Jihomoravskı;30;Kunte Jan;31;0;SZ;;
37;Jihomoravskı;31;Bittnarová Marie;63;0;SZ;;
37;Jihomoravskı;32;Kukula Ladislav;21;0;SZ;;
37;Jihomoravskı;33;Kotovicová Jana;40;0;SZ;;
37;Jihomoravskı;34;Kolísek Jaroslav;56;0;SZ;;
37;Jihomoravskı;35;Brückner Leopold;44;0;SZ;;
37;Jihomoravskı;36;Chládková Helena;48;0;SZ;;
37;Jihomoravskı;37;Procházka Jaroslav;52;0;SZ;;
37;Jihomoravskı;38;Tomová Svatava;27;0;SZ;;
37;Jihomoravskı;39;Munka Mikuláš;50;0;SZ;;
37;Jihomoravskı;40;Libus Jan;40;0;SZ;;
37;Jihomoravskı;41;Èermák Kamil;46;0;SZ;;
37;Jihomoravskı;42;Mikl Antonín;36;0;SZ;;
37;Jihomoravskı;43;Dvoøáèek Jiøí;53;0;SZ;;
37;Jihomoravskı;44;Hronová Marie;48;0;SZ;;
37;Jihomoravskı;45;Sendek Bohumil;30;0;SZ;;
37;Jihomoravskı;46;Kostrhun Jan;47;0;SZ;;
37;Jihomoravskı;47;Bachr Jiøí;42;0;SZ;;
37;Jihomoravskı;48;Panáèek Zdenìk;33;0;SZ;;
37;Jihomoravskı;49;Vykoukal Martin;23;0;SZ;;
37;Jihomoravskı;50;Králíková Jiøina;41;0;SZ;;
37;Jihomoravskı;51;Nıdrle Miroslav;68;0;SZ;;
37;Jihomoravskı;52;Jurenka Jaroslav;43;0;SZ;;
37;Jihomoravskı;53;Bortlíková Rùena;38;0;SZ;;
37;Jihomoravskı;54;Chaloupka Antonín;50;0;SZ;;
37;Jihomoravskı;55;Dobešová Dana;32;0;SZ;;
37;Jihomoravskı;56;Šírová Veronika;25;0;SZ;;
37;Jihomoravskı;57;Ludvík Josef;40;0;SZ;;
37;Jihomoravskı;58;Vašulka Antonín;30;0;SZ;;
37;Jihomoravskı;59;Dokládal Petr;27;0;SZ;;
37;Jihomoravskı;60;Andrašík Anton;65;0;SZ;;
31;Praha;1;Krampera Zdenìk;44;1 273;SPR-RSÈ;;
31;Praha;2;Cerqueirová Andrea;23;1 360;SPR-RSÈ;;
31;Praha;3;Franèák Jan;55;291;SPR-RSÈ;;
31;Praha;4;Hajíèek Roman;28;470;SPR-RSÈ;;
31;Praha;5;Novotnı Karel;70;170;SPR-RSÈ;;
31;Praha;6;Gierich Alois;60;124;SPR-RSÈ;;
31;Praha;7;Laibrt Jan;51;330;SPR-RSÈ;;
31;Praha;8;Vandas Tomáš;27;383;SPR-RSÈ;;
31;Praha;9;Jelínek Pavel;37;314;SPR-RSÈ;;
31;Praha;10;Cincibuch Pavel;69;122;SPR-RSÈ;;
31;Praha;11;Havelka Milan;61;98;SPR-RSÈ;;
31;Praha;12;Štìpánek Jiøí;24;330;SPR-RSÈ;;
31;Praha;13;Strachota Jaroslav;57;185;SPR-RSÈ;;
31;Praha;14;Košek Jaromír;38;265;SPR-RSÈ;;
31;Praha;15;Vostrá Ludmila;49;207;SPR-RSÈ;;
31;Praha;16;Bílková Aneka;64;97;SPR-RSÈ;;
31;Praha;17;Suchan Miroslav;40;337;SPR-RSÈ;;
31;Praha;18;Roll Emil;58;72;SPR-RSÈ;;
31;Praha;19;Mraèek Vítìzslav;41;65;SPR-RSÈ;;
31;Praha;20;Laník Václav;61;24;SPR-RSÈ;;
31;Praha;21;Matzner Jiøí;21;397;SPR-RSÈ;;
31;Praha;22;Bílı Karel;57;36;SPR-RSÈ;;
31;Praha;23;Nìmeèek Jiøí;45;150;SPR-RSÈ;;
31;Praha;24;Sıkorová Ilona;39;179;SPR-RSÈ;;
31;Praha;25;Dítko Petr;59;45;SPR-RSÈ;;
31;Praha;26;Máša Jaroslav;42;104;SPR-RSÈ;;
31;Praha;27;Ciplová Marcela;55;194;SPR-RSÈ;;
31;Praha;28;Pøichystal Jan;24;226;SPR-RSÈ;;
31;Praha;29;Lanyi Jiøí;43;71;SPR-RSÈ;;
31;Praha;30;Henzl Jiøí;35;45;SPR-RSÈ;;
31;Praha;31;Pekaøová Soòa;77;29;SPR-RSÈ;;
31;Praha;32;Míèek Milan;51;40;SPR-RSÈ;;
31;Praha;33;Pazour Bohumír;34;72;SPR-RSÈ;;
31;Praha;34;Holoubek Petr;59;50;SPR-RSÈ;;
31;Praha;35;Medula Vladimír;49;52;SPR-RSÈ;;
31;Praha;36;Krlín Jiøí;48;88;SPR-RSÈ;;
32;Støedoèeskı;1;Zajíc Petr;24;2 769;SPR-RSÈ;;
32;Støedoèeskı;2;Šmucr Rudolf;46;1 590;SPR-RSÈ;;
32;Støedoèeskı;3;Myslivec Jindøich;46;726;SPR-RSÈ;;
32;Støedoèeskı;4;Leidl Oldøich;40;1 050;SPR-RSÈ;;
32;Støedoèeskı;5;Merunka Petr;33;941;SPR-RSÈ;;
32;Støedoèeskı;6;Albert František;51;638;SPR-RSÈ;;
32;Støedoèeskı;7;Štohanzl Miloslav;37;771;SPR-RSÈ;;
32;Støedoèeskı;8;Novák Pavel;35;824;SPR-RSÈ;;
32;Støedoèeskı;9;Fifka Dušan;48;443;SPR-RSÈ;;
32;Støedoèeskı;10;Kratochvíl Václav;46;570;SPR-RSÈ;;
32;Støedoèeskı;11;Freiberg Oldøich;45;699;SPR-RSÈ;;
32;Støedoèeskı;12;Martínek Josef;23;774;SPR-RSÈ;;
32;Støedoèeskı;13;Till Miroslav;62;350;SPR-RSÈ;;
32;Støedoèeskı;14;Štìrba Vladimír;45;715;SPR-RSÈ;;
32;Støedoèeskı;15;Straka Vladimír;64;243;SPR-RSÈ;;
32;Støedoèeskı;16;Škudrna Libor;22;570;SPR-RSÈ;;
32;Støedoèeskı;17;Oplt Ladislav;58;451;SPR-RSÈ;;
32;Støedoèeskı;18;Novák Jaroslav;47;231;SPR-RSÈ;;
32;Støedoèeskı;19;Køièková Aneka;67;256;SPR-RSÈ;;
32;Støedoèeskı;20;Lepšík Jaromír;49;427;SPR-RSÈ;;
32;Støedoèeskı;21;Piskáèek Václav;56;117;SPR-RSÈ;;
32;Støedoèeskı;22;Turzo Vladimír;61;211;SPR-RSÈ;;
32;Støedoèeskı;23;Rambousek Miloslav;49;173;SPR-RSÈ;;
32;Støedoèeskı;24;Korenko Dušan;24;273;SPR-RSÈ;;
32;Støedoèeskı;25;Kedzior Vladislav;24;252;SPR-RSÈ;;
32;Støedoèeskı;26;Schober Jan;58;96;SPR-RSÈ;;
32;Støedoèeskı;27;Šabler Ladislav;39;233;SPR-RSÈ;;
32;Støedoèeskı;28;Bryndová Zdeòka;39;514;SPR-RSÈ;;
32;Støedoèeskı;29;Kalina Jiøí;34;212;SPR-RSÈ;;
32;Støedoèeskı;30;Slivka Radovan;31;199;SPR-RSÈ;;
32;Støedoèeskı;31;Ryba Zdenìk;36;228;SPR-RSÈ;;
33;Jihoèeskı;1;Novák Jaroslav;60;1 247;SPR-RSÈ;;
33;Jihoèeskı;4;Peška Jaroslav;52;598;SPR-RSÈ;;
33;Jihoèeskı;6;Haring Karel;40;608;SPR-RSÈ;;
33;Jihoèeskı;8;Blaek Michal;21;777;SPR-RSÈ;;
33;Jihoèeskı;9;Vaòata Vladimír;73;1 053;SPR-RSÈ;;
33;Jihoèeskı;10;Koubek Michael;27;501;SPR-RSÈ;;
33;Jihoèeskı;11;Ondøej Jindøich;41;230;SPR-RSÈ;;
33;Jihoèeskı;12;Gschwendtner Zdenìk;35;566;SPR-RSÈ;;
33;Jihoèeskı;13;Levák Václav;49;269;SPR-RSÈ;;
33;Jihoèeskı;14;Mrúz Jaroslav;35;477;SPR-RSÈ;;
33;Jihoèeskı;15;Potmìšil Zdenìk;48;512;SPR-RSÈ;;
33;Jihoèeskı;16;Baka Michael;25;346;SPR-RSÈ;;
33;Jihoèeskı;17;Hasoò Josef;52;236;SPR-RSÈ;;
33;Jihoèeskı;18;Vanìk Miroslav;42;349;SPR-RSÈ;;
33;Jihoèeskı;19;Kulvajt František;45;182;SPR-RSÈ;;
33;Jihoèeskı;20;Krepsová Vìra;42;196;SPR-RSÈ;;
34;Západoèeskı;1;Krejsa Josef;49;3 332;SPR-RSÈ;;
34;Západoèeskı;2;Vrzáò Petr;29;1 172;SPR-RSÈ;;
34;Západoèeskı;4;Šmejkal Petr;23;1 138;SPR-RSÈ;;
34;Západoèeskı;5;Ondráèek Stanislav;46;619;SPR-RSÈ;;
34;Západoèeskı;6;Blaško Jan;38;1 254;SPR-RSÈ;;
34;Západoèeskı;7;Kukelková Alena;41;938;SPR-RSÈ;;
34;Západoèeskı;8;Leman Miroslav;49;493;SPR-RSÈ;;
34;Západoèeskı;9;Fuèík Vladimír;43;454;SPR-RSÈ;;
34;Západoèeskı;10;Fencl Jiøí;32;1 045;SPR-RSÈ;;
34;Západoèeskı;11;Dolealová Dana;25;888;SPR-RSÈ;;
34;Západoèeskı;12;Parihuziè Miroslav;41;1 021;SPR-RSÈ;;
34;Západoèeskı;13;Štìrba Miroslav;26;429;SPR-RSÈ;;
34;Západoèeskı;14;Semerád Norbert;54;527;SPR-RSÈ;;
34;Západoèeskı;15;Vild René;36;1 244;SPR-RSÈ;;
34;Západoèeskı;16;Šmíd Zdenìk;47;920;SPR-RSÈ;;
34;Západoèeskı;17;Kvasnièka Václav;44;368;SPR-RSÈ;;
34;Západoèeskı;18;Nichstein Pavel;27;527;SPR-RSÈ;;
34;Západoèeskı;19;Neøima Josef;70;319;SPR-RSÈ;;
34;Západoèeskı;20;Petrtıl Jaroslav;33;365;SPR-RSÈ;;
34;Západoèeskı;21;Zajícová Blanka;25;650;SPR-RSÈ;;
34;Západoèeskı;22;Dubskı Karel;57;248;SPR-RSÈ;;
34;Západoèeskı;23;Nováková Jiøina;42;287;SPR-RSÈ;;
35;Severoèeskı;1;Sládek Miroslav;45;15 861;SPR-RSÈ;;
35;Severoèeskı;2;Smetana Martin;26;4 912;SPR-RSÈ;;
35;Severoèeskı;3;Hrùzová Vlasta;52;2 609;SPR-RSÈ;;
35;Severoèeskı;4;Šamko Michal;41;1 710;SPR-RSÈ;;
35;Severoèeskı;5;Stanìk Martin;28;1 554;SPR-RSÈ;;
35;Severoèeskı;6;Doèekal Antonín;45;1 107;SPR-RSÈ;;
35;Severoèeskı;8;Machulda Petr;31;665;SPR-RSÈ;;
35;Severoèeskı;9;Šittich Pavel;49;683;SPR-RSÈ;;
35;Severoèeskı;10;César Josef;60;1 218;SPR-RSÈ;;
35;Severoèeskı;11;Tarant Jiøí;75;882;SPR-RSÈ;;
35;Severoèeskı;12;Bukáèek Zdenìk;32;1 466;SPR-RSÈ;;
35;Severoèeskı;13;Zuska Jaroslav;48;845;SPR-RSÈ;;
35;Severoèeskı;14;Kron Petr;50;557;SPR-RSÈ;;
35;Severoèeskı;15;Stojánek Milan;54;532;SPR-RSÈ;;
35;Severoèeskı;16;Petrák Antonín;66;739;SPR-RSÈ;;
35;Severoèeskı;17;Touška Jiøí;34;1 013;SPR-RSÈ;;
35;Severoèeskı;18;Kopeckı Jaroslav;39;759;SPR-RSÈ;;
35;Severoèeskı;19;Šebek Václav;49;747;SPR-RSÈ;;
35;Severoèeskı;21;Naušová Eva;55;983;SPR-RSÈ;;
35;Severoèeskı;22;Perner Jan;48;448;SPR-RSÈ;;
35;Severoèeskı;23;Šnıdr Miroslav;52;282;SPR-RSÈ;;
35;Severoèeskı;24;Brabenec Jaroslav;48;640;SPR-RSÈ;;
35;Severoèeskı;25;Kortánová Ilona;47;364;SPR-RSÈ;;
35;Severoèeskı;26;Sedláèek František;63;382;SPR-RSÈ;;
35;Severoèeskı;28;Ventura Jiøí;30;476;SPR-RSÈ;;
35;Severoèeskı;29;Hauptman Josef;42;430;SPR-RSÈ;;
35;Severoèeskı;30;Boráò Zdenìk;49;513;SPR-RSÈ;;
35;Severoèeskı;31;Škulinová Dagmar;41;857;SPR-RSÈ;;
35;Severoèeskı;32;Mazourová Jana;57;316;SPR-RSÈ;;
35;Severoèeskı;33;Tvarùková Václava;53;310;SPR-RSÈ;;
35;Severoèeskı;34;Hanslík Ladislav;49;557;SPR-RSÈ;;
35;Severoèeskı;35;Myroniuk Jiøí;51;435;SPR-RSÈ;;
36;Vıchodoèeskı;1;Maixner Pavel;33;1 768;SPR-RSÈ;;
36;Vıchodoèeskı;2;Nıvltová Radomíra;27;1 209;SPR-RSÈ;;
36;Vıchodoèeskı;3;Valenta Josef;44;1 844;SPR-RSÈ;;
36;Vıchodoèeskı;4;Døevecká Viktorie;41;944;SPR-RSÈ;;
36;Vıchodoèeskı;5;Fornùsková Irena;33;762;SPR-RSÈ;;
36;Vıchodoèeskı;6;Merunka Petr;25;1 164;SPR-RSÈ;;
36;Vıchodoèeskı;7;Senylníková Jarmila;49;1 441;SPR-RSÈ;;
36;Vıchodoèeskı;8;Ondra Miloslav;25;697;SPR-RSÈ;;
36;Vıchodoèeskı;9;Dosedìlová Pavlína;50;597;SPR-RSÈ;;
36;Vıchodoèeskı;10;Tichı Zdenìk;56;624;SPR-RSÈ;;
36;Vıchodoèeskı;11;Vašák Antonín;50;532;SPR-RSÈ;;
36;Vıchodoèeskı;12;Kováøová Alena;53;457;SPR-RSÈ;;
36;Vıchodoèeskı;13;Nastoupil Jiøí;30;518;SPR-RSÈ;;
36;Vıchodoèeskı;14;Lukšíèek Lubomír;44;758;SPR-RSÈ;;
36;Vıchodoèeskı;15;Havlík Josef;56;310;SPR-RSÈ;;
36;Vıchodoèeskı;16;Šastnı Miroslav;67;314;SPR-RSÈ;;
36;Vıchodoèeskı;17;Honcù Zdenìk;62;548;SPR-RSÈ;;
36;Vıchodoèeskı;18;Èerná Helena;57;312;SPR-RSÈ;;
36;Vıchodoèeskı;19;Platil Stanislav;50;258;SPR-RSÈ;;
36;Vıchodoèeskı;20;Pokorná Jaroslava;41;239;SPR-RSÈ;;
36;Vıchodoèeskı;21;Maryško Miroslav;42;261;SPR-RSÈ;;
36;Vıchodoèeskı;22;Skuèek Pavel;37;332;SPR-RSÈ;;
36;Vıchodoèeskı;23;Beneš Vlastimil;50;244;SPR-RSÈ;;
36;Vıchodoèeskı;24;Kleinert Rolf;55;180;SPR-RSÈ;;
36;Vıchodoèeskı;25;Kárník František;55;522;SPR-RSÈ;;
36;Vıchodoèeskı;26;Hrabovskı Radek;34;582;SPR-RSÈ;;
36;Vıchodoèeskı;27;Janèáøová Zdeòka;34;228;SPR-RSÈ;;
36;Vıchodoèeskı;28;Praáková Jana;33;329;SPR-RSÈ;;
36;Vıchodoèeskı;29;Rychnovskı Marek;39;311;SPR-RSÈ;;
36;Vıchodoèeskı;30;Kubec Ivan;48;336;SPR-RSÈ;;
36;Vıchodoèeskı;31;Zábranskı František;44;289;SPR-RSÈ;;
36;Vıchodoèeskı;32;Strejc Martin;38;446;SPR-RSÈ;;
36;Vıchodoèeskı;33;Sedliská Marie;42;150;SPR-RSÈ;;
36;Vıchodoèeskı;34;Chrudimskı František;56;184;SPR-RSÈ;;
36;Vıchodoèeskı;35;Minaøík Josef;56;265;SPR-RSÈ;;
37;Jihomoravskı;1;Rajsiglová Laura;23;3 601;SPR-RSÈ;;
37;Jihomoravskı;2;Pešková Jana;45;1 967;SPR-RSÈ;;
37;Jihomoravskı;3;Vrcha Oldøich;52;2 135;SPR-RSÈ;;
37;Jihomoravskı;4;Pìknı Petr;23;2 005;SPR-RSÈ;;
