districtNumber;districtName;orderList;name;age;votes;nomParty;;
38;Severomoravskı;48;Pírka Václav;65;17;DEU;;
38;Severomoravskı;49;Morávek Josef;56;30;DEU;;
38;Severomoravskı;50;Dostálová Yveta;38;50;DEU;;
38;Severomoravskı;51;Kašíková Dárka;43;47;DEU;;
38;Severomoravskı;52;Klevarová Ludmila;60;40;DEU;;
38;Severomoravskı;53;Koudelka Josef;65;45;DEU;;
38;Severomoravskı;54;Paloušek Antonín;81;8;DEU;;
38;Severomoravskı;55;Ivan Miroslav;66;30;DEU;;
31;Praha;1;Kalvoda Jan;42;8 326;ODA;;
31;Praha;2;Mašek Ivan;47;2 250;ODA;;
31;Praha;3;Prokop Michal;49;6 486;ODA;;
31;Praha;4;Kuílek Oldøich;40;3 338;ODA;;
31;Praha;5;Špaèek Radim;36;2 101;ODA;;
31;Praha;6;egklitz Jaromír;37;856;ODA;;
31;Praha;7;Jeek Josef;39;1 343;ODA;;
31;Praha;8;Nováková Jiøina;50;1 351;ODA;;
31;Praha;9;Bátora Ladislav Ph;44;344;ODA;;
31;Praha;10;Kadlec Jaromír;40;344;ODA;;
31;Praha;11;Szennai Tomáš;30;463;ODA;;
31;Praha;12;Misconiová Blanka;40;1 349;ODA;;
31;Praha;13;Sporková Jaroslava;44;367;ODA;;
31;Praha;14;Kalina Pavel;30;1 102;ODA;;
31;Praha;15;Nebeskı Daniel;52;639;ODA;;
31;Praha;16;Voseèková Hana;42;452;ODA;;
31;Praha;17;Heller Josef;53;892;ODA;;
31;Praha;18;Ruml Vladimír;44;555;ODA;;
31;Praha;19;Forman Petr;48;215;ODA;;
31;Praha;20;Šmigolová Veronika;32;312;ODA;;
31;Praha;21;Kaplán Ivo;35;60;ODA;;
31;Praha;22;Chudomelová Helena;45;345;ODA;;
31;Praha;23;Pavelka Zdenìk;48;105;ODA;;
31;Praha;24;Štalmach Pavel;38;186;ODA;;
31;Praha;25;Odehnal Martin;43;131;ODA;;
31;Praha;26;Kuchyòa Jaroslav;32;133;ODA;;
31;Praha;27;Hermann Jiøí;44;144;ODA;;
31;Praha;28;Hanák Petr;29;374;ODA;;
31;Praha;29;Tvrdík Ivan;47;62;ODA;;
31;Praha;30;Markup Emil;35;81;ODA;;
31;Praha;31;Krèmáø Vlastislav;44;37;ODA;;
31;Praha;32;Nacu Roman;26;206;ODA;;
31;Praha;33;Øíha Miroslav;65;96;ODA;;
31;Praha;34;Záruba-Pfeffermann Jan;55;171;ODA;;
31;Praha;35;Hagel Karel;45;75;ODA;;
31;Praha;36;Ladin Valerij;42;108;ODA;;
32;Støedoèeskı;1;Kudláèek Libor;38;1 710;ODA;;
32;Støedoèeskı;2;Mirka Vladimír;41;1 076;ODA;;
32;Støedoèeskı;3;Lojdová Kateøina;35;2 041;ODA;;
32;Støedoèeskı;4;Šula Jan;41;1 074;ODA;;
32;Støedoèeskı;5;Novák Vladislav;43;615;ODA;;
32;Støedoèeskı;6;Èerná Milena;54;1 794;ODA;;
32;Støedoèeskı;7;Topinka Petr;35;359;ODA;;
32;Støedoèeskı;8;Šumanová Vìra;56;599;ODA;;
32;Støedoèeskı;9;Kratochvíl Miloslav;38;312;ODA;;
32;Støedoèeskı;10;Vedral Martin;38;1 024;ODA;;
32;Støedoèeskı;11;Povolnı František;46;287;ODA;;
32;Støedoèeskı;12;Gruša Zdenìk;55;349;ODA;;
32;Støedoèeskı;13;Hùlka Vladimír;37;150;ODA;;
32;Støedoèeskı;14;Randa Vratislav;34;280;ODA;;
32;Støedoèeskı;15;Kášek Václav;53;113;ODA;;
32;Støedoèeskı;16;Menoušek Ivan;39;76;ODA;;
32;Støedoèeskı;17;Kaòka Jaroslav;41;153;ODA;;
32;Støedoèeskı;18;Müller Miloslav;38;270;ODA;;
32;Støedoèeskı;19;Bureš Jarolím;54;364;ODA;;
32;Støedoèeskı;20;Richter Vladimír;49;119;ODA;;
32;Støedoèeskı;21;Drnec Petr;34;177;ODA;;
32;Støedoèeskı;22;Lexa Michal;38;321;ODA;;
32;Støedoèeskı;23;Mohyla Ivan;46;77;ODA;;
32;Støedoèeskı;24;Friebert Pavel;30;88;ODA;;
32;Støedoèeskı;25;Srpová Rùena;53;155;ODA;;
32;Støedoèeskı;26;Cirnfus Slavomír;50;150;ODA;;
32;Støedoèeskı;27;Skalická Melánie;50;291;ODA;;
32;Støedoèeskı;28;Klimeš Alexander;27;164;ODA;;
32;Støedoèeskı;29;Stehlík Michal;26;125;ODA;;
32;Støedoèeskı;30;Lacheta Karel;47;137;ODA;;
32;Støedoèeskı;31;Šelemberk Zbynìk;60;118;ODA;;
33;Jihoèeskı;1;Èeška Roman;32;1 822;ODA;;
33;Jihoèeskı;2;Leština Miroslav;32;884;ODA;;
33;Jihoèeskı;3;Parkanová Vlasta;44;902;ODA;;
33;Jihoèeskı;4;Vondrouš Jan;42;1 154;ODA;;
33;Jihoèeskı;5;Cvetkov Jaroslav;38;280;ODA;;
33;Jihoèeskı;6;Foøt František;37;587;ODA;;
33;Jihoèeskı;7;Mizerová Ivana;34;556;ODA;;
33;Jihoèeskı;8;Bašík Petr;38;260;ODA;;
33;Jihoèeskı;9;Troup Zdenìk;40;622;ODA;;
33;Jihoèeskı;10;Beránek Radoslav;61;1 018;ODA;;
33;Jihoèeskı;11;Vokurka Vratislav;50;460;ODA;;
33;Jihoèeskı;12;Zavøelová Marta;41;347;ODA;;
33;Jihoèeskı;13;Smrèka Vladislav;42;1 241;ODA;;
33;Jihoèeskı;14;Paulík Miloslav;52;453;ODA;;
33;Jihoèeskı;15;Rampich Jan;43;328;ODA;;
33;Jihoèeskı;16;Marek Zdenek;41;132;ODA;;
33;Jihoèeskı;17;Majerèík Milan;40;244;ODA;;
33;Jihoèeskı;18;Novı Václav;46;194;ODA;;
33;Jihoèeskı;19;Mrzena Jan;33;188;ODA;;
33;Jihoèeskı;20;Vaníèek Jiøí;52;329;ODA;;
34;Západoèeskı;1;Bratinka Pavel;50;1 209;ODA;;
34;Západoèeskı;2;Dobal Viktor;49;593;ODA;;
34;Západoèeskı;3;Kotek Jiøí;38;1 067;ODA;;
34;Západoèeskı;4;Frank Stanislav;40;1 130;ODA;;
34;Západoèeskı;5;Rampas Stanislav;42;516;ODA;;
34;Západoèeskı;6;Wagner Vojtìch;42;136;ODA;;
34;Západoèeskı;7;Horník Jan;42;739;ODA;;
34;Západoèeskı;8;Kylián Josef;67;281;ODA;;
34;Západoèeskı;9;Veselı Antonín;50;272;ODA;;
34;Západoèeskı;10;Janoušek Bohumír;46;437;ODA;;
34;Západoèeskı;11;Knob Vilibald;36;366;ODA;;
34;Západoèeskı;12;Duchek Stanislav;40;605;ODA;;
34;Západoèeskı;13;Layton Edmund;76;192;ODA;;
34;Západoèeskı;14;Navrátilová Ludmila;44;570;ODA;;
34;Západoèeskı;15;Vítek Karel;40;310;ODA;;
34;Západoèeskı;16;Cuhra Jaroslav;59;170;ODA;;
34;Západoèeskı;17;Fojtíèek Ctibor;58;176;ODA;;
34;Západoèeskı;18;Bláhovec Jiøí;44;731;ODA;;
34;Západoèeskı;19;Stuchl Vladimír;40;130;ODA;;
34;Západoèeskı;20;Duchek Vladimír;30;321;ODA;;
34;Západoèeskı;21;Anderle Jan;40;156;ODA;;
34;Západoèeskı;22;Gabányiová Lucie;33;399;ODA;;
34;Západoèeskı;23;Stelzer Pavel;45;103;ODA;;
34;Západoèeskı;24;Hujsl Jan;39;136;ODA;;
34;Západoèeskı;25;Havloviè Ivo;65;236;ODA;;
35;Severoèeskı;1;Skalickı Jiøí;40;2 202;ODA;;
35;Severoèeskı;2;Valvoda Boøek;58;1 308;ODA;;
35;Severoèeskı;3;Kuèerová Marie;50;1 634;ODA;;
35;Severoèeskı;4;Èerbák Miroslav;60;897;ODA;;
35;Severoèeskı;5;Hofman Jan;30;992;ODA;;
35;Severoèeskı;6;Nadrchal Josef;41;996;ODA;;
35;Severoèeskı;7;Holíková Stanislava;48;946;ODA;;
35;Severoèeskı;8;Dolejší Stanislava;53;401;ODA;;
35;Severoèeskı;9;Machatá Marie;42;683;ODA;;
35;Severoèeskı;10;Zeman Ota;45;610;ODA;;
35;Severoèeskı;11;Honzík Roman;34;318;ODA;;
35;Severoèeskı;12;Kafka Jan;49;282;ODA;;
35;Severoèeskı;13;Nádvorník Petr;49;496;ODA;;
35;Severoèeskı;14;Štrancová Milada;46;348;ODA;;
35;Severoèeskı;15;Bureš Jaroslav;34;794;ODA;;
35;Severoèeskı;16;Hanušová Eva;52;509;ODA;;
35;Severoèeskı;17;Èihula Ervín;52;337;ODA;;
35;Severoèeskı;18;Petrášová Hana;47;252;ODA;;
35;Severoèeskı;19;Harvánek Pavel;42;765;ODA;;
35;Severoèeskı;20;Rybák Milan;41;300;ODA;;
35;Severoèeskı;21;Cháb Milan;44;153;ODA;;
35;Severoèeskı;22;Øezáè Václav;36;165;ODA;;
35;Severoèeskı;23;Bitala Pavel;34;139;ODA;;
35;Severoèeskı;24;Crkal Jan;60;166;ODA;;
35;Severoèeskı;25;Šíma František;45;138;ODA;;
35;Severoèeskı;26;Èermák František;46;439;ODA;;
35;Severoèeskı;27;Hoza Václav;51;105;ODA;;
35;Severoèeskı;28;Barek Stanislav;40;70;ODA;;
35;Severoèeskı;29;Fiala Michael;29;295;ODA;;
35;Severoèeskı;30;Suska Miroslav;48;75;ODA;;
35;Severoèeskı;31;Michálek Martin;35;250;ODA;;
35;Severoèeskı;32;Krejèí Zdenìk;34;331;ODA;;
35;Severoèeskı;33;Petrák Tomáš;49;350;ODA;;
35;Severoèeskı;34;Matoušková Eva;44;97;ODA;;
35;Severoèeskı;35;Led Miroslav;63;176;ODA;;
36;Vıchodoèeskı;1;Ledvinka Karel;55;2 109;ODA;;
36;Vıchodoèeskı;2;Kulka Dušan;34;1 255;ODA;;
36;Vıchodoèeskı;3;Dvoøák Martin;39;2 828;ODA;;
36;Vıchodoèeskı;4;Dušková Milena;36;1 310;ODA;;
36;Vıchodoèeskı;5;Vedlich Jindøich;29;786;ODA;;
36;Vıchodoèeskı;6;Hendrych Tomáš;37;858;ODA;;
36;Vıchodoèeskı;7;Pelc František;33;1 568;ODA;;
36;Vıchodoèeskı;8;Èernı Václav;56;1 271;ODA;;
36;Vıchodoèeskı;9;Klímko Vladimír;48;321;ODA;;
36;Vıchodoèeskı;10;Stach Jiøí;51;519;ODA;;
36;Vıchodoèeskı;11;Tejral Jaroslav;58;1 000;ODA;;
36;Vıchodoèeskı;12;Klápštì Stanislav;42;426;ODA;;
36;Vıchodoèeskı;13;Doskoèil Jan;54;704;ODA;;
36;Vıchodoèeskı;14;Bláha Vladimír;42;857;ODA;;
36;Vıchodoèeskı;15;Malíø Josef;34;239;ODA;;
36;Vıchodoèeskı;16;Novotnı František;34;277;ODA;;
36;Vıchodoèeskı;17;Vachata Jan;39;255;ODA;;
36;Vıchodoèeskı;18;Èerná Milada;55;1 012;ODA;;
36;Vıchodoèeskı;19;Barvínek Zdenìk;47;268;ODA;;
36;Vıchodoèeskı;20;Zavoralová Libuše;47;164;ODA;;
36;Vıchodoèeskı;21;Koláèek Michal;31;395;ODA;;
36;Vıchodoèeskı;22;Moravec Milan;61;193;ODA;;
36;Vıchodoèeskı;23;Gofroj Zdenìk;64;50;ODA;;
36;Vıchodoèeskı;24;Šourková Jaroslava;65;154;ODA;;
36;Vıchodoèeskı;25;Hradec Jiøí;44;485;ODA;;
36;Vıchodoèeskı;26;Hadaè Pavel;47;190;ODA;;
36;Vıchodoèeskı;27;Novotná Jana;52;301;ODA;;
36;Vıchodoèeskı;28;Rohulán Jaroslav;45;524;ODA;;
36;Vıchodoèeskı;29;Mareš Miroslav;30;229;ODA;;
36;Vıchodoèeskı;30;Nıèová Vítìzslava;48;166;ODA;;
36;Vıchodoèeskı;31;Kostlánová Zuzana;47;74;ODA;;
36;Vıchodoèeskı;32;Zoufal Lubor;43;166;ODA;;
36;Vıchodoèeskı;33;Vanısek Pavel;28;200;ODA;;
36;Vıchodoèeskı;34;Bakalíková Lıdie;60;487;ODA;;
36;Vıchodoèeskı;35;Ehl Jiøí;39;94;ODA;;
36;Vıchodoèeskı;36;Novotnı Josef;46;436;ODA;;
37;Jihomoravskı;1;Dlouhı Vladimír;42;10 742;ODA;;
37;Jihomoravskı;2;Navrátil Dušan;40;1 658;ODA;;
37;Jihomoravskı;3;Hofhanzl Èestmír;54;2 416;ODA;;
37;Jihomoravskı;4;Kynèl Milan;56;2 184;ODA;;
37;Jihomoravskı;5;Musil Aleš;30;1 637;ODA;;
37;Jihomoravskı;6;Roudnická Jiøina;51;1 557;ODA;;
37;Jihomoravskı;7;Mikala Jiøí;42;1 118;ODA;;
37;Jihomoravskı;8;Maòoušek Jiøí;42;367;ODA;;
37;Jihomoravskı;9;Veleba Lubor;52;544;ODA;;
37;Jihomoravskı;10;Dytrych Jaroslav;40;638;ODA;;
37;Jihomoravskı;11;Petr Jiøí;41;1 227;ODA;;
37;Jihomoravskı;12;Juraèka Zdenìk;68;173;ODA;;
37;Jihomoravskı;13;Vaøejková Ludmila;47;831;ODA;;
37;Jihomoravskı;14;Mašková Jelizaveta;52;970;ODA;;
37;Jihomoravskı;15;Valná Jarmila;50;879;ODA;;
37;Jihomoravskı;16;Král Jindøich;31;539;ODA;;
37;Jihomoravskı;17;Šíl Petr;35;481;ODA;;
37;Jihomoravskı;18;Joch Jan;51;308;ODA;;
37;Jihomoravskı;19;Weigl Zdenìk;38;345;ODA;;
37;Jihomoravskı;20;Muselíková Miroslava;37;837;ODA;;
37;Jihomoravskı;21;Pešek Vladimír;41;181;ODA;;
37;Jihomoravskı;22;Blecha Ladislav;45;237;ODA;;
37;Jihomoravskı;23;Gröschlová Olga;49;1 075;ODA;;
37;Jihomoravskı;24;Puk Jaromír;51;328;ODA;;
37;Jihomoravskı;25;Liška Vladimír;52;266;ODA;;
37;Jihomoravskı;26;Poul Jiøí;46;140;ODA;;
37;Jihomoravskı;27;Rys Jaromír;68;150;ODA;;
37;Jihomoravskı;28;Honc Jaroslav;36;215;ODA;;
37;Jihomoravskı;29;Zahradníèková Dana;44;172;ODA;;
37;Jihomoravskı;30;Jäger Jaroslav;49;168;ODA;;
37;Jihomoravskı;31;Vévoda Radomil;42;60;ODA;;
37;Jihomoravskı;32;Trtil Radovan;35;378;ODA;;
37;Jihomoravskı;33;Podhorská Vìra;44;221;ODA;;
37;Jihomoravskı;34;Jochymek Jiøí;30;321;ODA;;
37;Jihomoravskı;35;Hlaváèek Miloslav;56;76;ODA;;
37;Jihomoravskı;36;Hasoò Zdenìk;37;131;ODA;;
37;Jihomoravskı;37;Klusáèek Martin;40;280;ODA;;
37;Jihomoravskı;38;Kamaryt Josef;32;296;ODA;;
37;Jihomoravskı;39;Šmrha Jiøí;57;162;ODA;;
37;Jihomoravskı;40;Jakubec Arnošt;52;195;ODA;;
37;Jihomoravskı;41;Štìpánek Jiøí;48;64;ODA;;
37;Jihomoravskı;42;Voøíšek Miloš;33;70;ODA;;
37;Jihomoravskı;43;Èunát Libor;37;106;ODA;;
37;Jihomoravskı;44;Straka Miloslav;46;271;ODA;;
37;Jihomoravskı;45;Èernı Jaroslav;52;115;ODA;;
37;Jihomoravskı;46;Hambálek Aleš;43;29;ODA;;
37;Jihomoravskı;47;Hobl Petr;49;140;ODA;;
37;Jihomoravskı;48;Plachı Jiøí;48;141;ODA;;
37;Jihomoravskı;49;Novák Karel;42;110;ODA;;
37;Jihomoravskı;50;Novák Vít;43;119;ODA;;
37;Jihomoravskı;51;Krajcr Miroslav;60;46;ODA;;
37;Jihomoravskı;52;Prosch Petr;50;86;ODA;;
37;Jihomoravskı;53;Nosková Hana;37;148;ODA;;
37;Jihomoravskı;54;Bloudíèek Jaroslav;46;42;ODA;;
37;Jihomoravskı;55;Štancl František;45;88;ODA;;
37;Jihomoravskı;56;Kotrbová Eva;41;65;ODA;;
37;Jihomoravskı;57;Tùna Josef;55;44;ODA;;
37;Jihomoravskı;58;Andreas Zdenìk;37;149;ODA;;
37;Jihomoravskı;59;Ševèík David;46;106;ODA;;
37;Jihomoravskı;60;Trávníèek Rudolf;43;84;ODA;;
38;Severomoravskı;1;Kroupa Daniel;47;2 329;ODA;;
38;Severomoravskı;2;Tošer Miroslav;37;2 546;ODA;;
38;Severomoravskı;3;Studenı Miroslav;43;1 377;ODA;;
38;Severomoravskı;4;Ruprich Vít;32;1 160;ODA;;
38;Severomoravskı;5;Stolaø Zdenìk;41;862;ODA;;
38;Severomoravskı;6;Vocelka Vladimír;53;524;ODA;;
38;Severomoravskı;7;Cvek Milan;43;1 410;ODA;;
38;Severomoravskı;8;Hubová Marta;50;732;ODA;;
38;Severomoravskı;9;Šefèík Erich;50;768;ODA;;
38;Severomoravskı;10;Opichal Karel;28;1 002;ODA;;
38;Severomoravskı;11;Maèáková Jana;52;1 705;ODA;;
38;Severomoravskı;12;Moldrzyk Zdenìk Pead;40;262;ODA;;
38;Severomoravskı;13;Mojíšek Radislav Pead;36;349;ODA;;
38;Severomoravskı;14;Trochta Vojtìch;33;456;ODA;;
38;Severomoravskı;15;Langer Miroslav;49;191;ODA;;
38;Severomoravskı;16;Menšík Karel;37;314;ODA;;
38;Severomoravskı;17;Kadlec Ján;46;226;ODA;;
38;Severomoravskı;18;Vyslouil Karel;69;199;ODA;;
38;Severomoravskı;19;Slanı Jaroslav;38;761;ODA;;
38;Severomoravskı;20;Bureš Miroslav;32;285;ODA;;
38;Severomoravskı;21;Kajzar Jiøí;32;428;ODA;;
38;Severomoravskı;22;Medková Vìra;44;708;ODA;;
38;Severomoravskı;23;Krejèí Jaroslav;37;340;ODA;;
38;Severomoravskı;24;Malota Oldøich;34;232;ODA;;
38;Severomoravskı;25;Mrázek Václav;47;228;ODA;;
38;Severomoravskı;26;Kozák Lubomír;37;239;ODA;;
38;Severomoravskı;27;Kukulová Rudolfa;47;174;ODA;;
38;Severomoravskı;28;Vícha Petr;38;108;ODA;;
38;Severomoravskı;29;Døízgeviè Jaromír;41;105;ODA;;
38;Severomoravskı;30;Urbánek Petr;50;114;ODA;;
38;Severomoravskı;31;Mìkıšová Hana;28;202;ODA;;
38;Severomoravskı;32;Janík Igor;33;265;ODA;;
38;Severomoravskı;33;Kostøiba Josef;52;141;ODA;;
38;Severomoravskı;34;Mráèek Josef;35;99;ODA;;
38;Severomoravskı;35;Rıznar František;61;190;ODA;;
38;Severomoravskı;36;Tomášek Milan;39;69;ODA;;
38;Severomoravskı;37;Petroš František;47;137;ODA;;
38;Severomoravskı;38;Kovaøík Jan;23;84;ODA;;
38;Severomoravskı;39;Barteèek Ivo;42;121;ODA;;
38;Severomoravskı;40;Plachı Antonín;40;124;ODA;;
38;Severomoravskı;41;Kolder Milan;34;62;ODA;;
38;Severomoravskı;42;Bajnar Jiøí;41;75;ODA;;
38;Severomoravskı;43;Kalík Jindøich;52;97;ODA;;
38;Severomoravskı;44;Kyselı Josef;68;30;ODA;;
38;Severomoravskı;45;Metz Hubert;55;70;ODA;;
38;Severomoravskı;46;Bayerová Karolina;41;108;ODA;;
38;Severomoravskı;47;Kováø Jan;52;80;ODA;;
38;Severomoravskı;48;Franková Sylva;35;117;ODA;;
38;Severomoravskı;49;Durèáková Šárka;37;63;ODA;;
38;Severomoravskı;50;Jelínek Josef;57;47;ODA;;
38;Severomoravskı;51;Menšík Miroslav;39;66;ODA;;
38;Severomoravskı;52;Boháèek Pavel;28;116;ODA;;
38;Severomoravskı;53;Chovanec Petr;39;108;ODA;;
38;Severomoravskı;54;Novosad Martin;28;124;ODA;;
38;Severomoravskı;55;Bezecnı Lumír;32;88;ODA;;
31;Praha;1;Matìjka Jiøí;52;0;SÈK;;
31;Praha;2;Pulo Michal;49;0;SÈK;;
31;Praha;3;Sedláèek Josef;53;0;SÈK;;
31;Praha;4;Chvála Bøetislav;72;0;SÈK;;
31;Praha;5;Voigts Alexandr;54;0;SÈK;;
31;Praha;6;Kalajdievová Katarina;50;0;SÈK;;
31;Praha;7;Bro Václav;54;0;SÈK;;
31;Praha;8;Mirovskı Jan;55;0;SÈK;;
31;Praha;9;Novotnı František;56;0;SÈK;;
31;Praha;10;Šubrt Stanislav;57;0;SÈK;;
31;Praha;11;Látalová Marie;54;0;SÈK;;
31;Praha;12;Jedlovec Jan;47;0;SÈK;;
31;Praha;13;Brunnerová Marie;64;0;SÈK;;
31;Praha;14;Svoboda Mirko;70;0;SÈK;;
31;Praha;15;Houdek Petr;46;0;SÈK;;
31;Praha;16;Jarka Jiøí;67;0;SÈK;;
31;Praha;17;Èermák František;45;0;SÈK;;
31;Praha;18;Macal Vítìzslav;53;0;SÈK;;
31;Praha;19;Landsman Miloš;54;0;SÈK;;
31;Praha;20;Javùrek Karel;52;0;SÈK;;
31;Praha;21;Doušek Jan;56;0;SÈK;;
31;Praha;22;Hrùzová Marie;58;0;SÈK;;
31;Praha;23;Neubauer Vlastimil;72;0;SÈK;;
31;Praha;24;Svoboda Milan;41;0;SÈK;;
31;Praha;25;Maixner Jiøí;53;0;SÈK;;
31;Praha;26;Lobotka Josef;59;0;SÈK;;
31;Praha;27;Jakubík Ladislav;38;0;SÈK;;
31;Praha;28;Vlèková Dagmar;64;0;SÈK;;
31;Praha;29;Námisòák Michal;69;0;SÈK;;
31;Praha;30;Chválová Olga;65;0;SÈK;;
31;Praha;31;Kasa Miroslav;57;0;SÈK;;
31;Praha;32;Prùša Bohumil;48;0;SÈK;;
31;Praha;33;Dvorskı Milan;62;0;SÈK;;
31;Praha;34;Kadlec Karel;62;0;SÈK;;
31;Praha;35;Antoš Pøemek;74;0;SÈK;;
31;Praha;36;Lacika Anton;68;0;SÈK;;
32;Støedoèeskı;1;Pokornı Jaroslav RS;44;0;SÈK;;
32;Støedoèeskı;2;Sejkora Miroslav;43;0;SÈK;;
32;Støedoèeskı;3;Folta Martin;22;0;SÈK;;
32;Støedoèeskı;4;Fuèík Vladislav;54;0;SÈK;;
32;Støedoèeskı;5;Servista Jozef;54;0;SÈK;;
32;Støedoèeskı;6;Benda Jaroslav;61;0;SÈK;;
32;Støedoèeskı;7;Maršálek Jiøí;46;0;SÈK;;
32;Støedoèeskı;8;Duka Jiøí;54;0;SÈK;;
32;Støedoèeskı;9;Èervenka Adolf;67;0;SÈK;;
32;Støedoèeskı;10;Cibriková Verona;47;0;SÈK;;
32;Støedoèeskı;11;Macourek Jan;64;0;SÈK;;
32;Støedoèeskı;12;Landa Vladimír;45;0;SÈK;;
32;Støedoèeskı;13;Nelibová Olga;56;0;SÈK;;
32;Støedoèeskı;14;Kropáèová Anna;60;0;SÈK;;
32;Støedoèeskı;15;Rajtár Vladimír;43;0;SÈK;;
32;Støedoèeskı;16;Kosina Josef;48;0;SÈK;;
32;Støedoèeskı;17;Uchytil Václav;47;0;SÈK;;
32;Støedoèeskı;18;Èervenka Antonín;68;0;SÈK;;
32;Støedoèeskı;19;Levá Helena;68;0;SÈK;;
32;Støedoèeskı;20;Koleno Jozef;45;0;SÈK;;
32;Støedoèeskı;21;Jedlièka František;69;0;SÈK;;
32;Støedoèeskı;22;Lhotka Jiøí;55;0;SÈK;;
32;Støedoèeskı;23;Stanìk Milorád;74;0;SÈK;;
32;Støedoèeskı;24;Petera Josef;47;0;SÈK;;
32;Støedoèeskı;25;Mareš Petr;37;0;SÈK;;
32;Støedoèeskı;26;Kuílek Jan;72;0;SÈK;;
32;Støedoèeskı;27;Lüftner Antonín;60;0;SÈK;;
32;Støedoèeskı;28;Poupová Miroslava;70;0;SÈK;;
32;Støedoèeskı;29;Hájková Boena;76;0;SÈK;;
32;Støedoèeskı;30;Šulta Jiøí;61;0;SÈK;;
32;Støedoèeskı;31;Cibulka Štefan;69;0;SÈK;;
33;Jihoèeskı;1;Pape Václav;54;0;SÈK;;
33;Jihoèeskı;2;Liška Jaroslav RS;57;0;SÈK;;
33;Jihoèeskı;3;Kubiš Eliáš RS;52;0;SÈK;;
33;Jihoèeskı;4;Mašek Robert;40;0;SÈK;;
33;Jihoèeskı;5;Špaèek Antonín;45;0;SÈK;;
33;Jihoèeskı;6;Bílek Jaroslav;50;0;SÈK;;
33;Jihoèeskı;7;Gordienková Stella;61;0;SÈK;;
33;Jihoèeskı;8;Lebeda Jan;60;0;SÈK;;
33;Jihoèeskı;9;Tesaø Antonín;48;0;SÈK;;
33;Jihoèeskı;10;Provazník Josef;40;0;SÈK;;
33;Jihoèeskı;11;Starı Rudolf;49;0;SÈK;;
33;Jihoèeskı;12;Wilda Bruno;54;0;SÈK;;
33;Jihoèeskı;13;Binka František;52;0;SÈK;;
33;Jihoèeskı;14;Makovec Jiøí;49;0;SÈK;;
33;Jihoèeskı;15;Benda Filip;67;0;SÈK;;
33;Jihoèeskı;16;Šilar František;48;0;SÈK;;
33;Jihoèeskı;17;Mišák Jan;53;0;SÈK;;
33;Jihoèeskı;18;Volf Miloslav;59;0;SÈK;;
33;Jihoèeskı;19;Rychtaøík Zdenìk;59;0;SÈK;;
33;Jihoèeskı;20;Holler Miroslav;49;0;SÈK;;
34;Západoèeskı;1;Stoklasa František;60;0;SÈK;;
34;Západoèeskı;2;Rychtaøíková Kamila;35;0;SÈK;;
34;Západoèeskı;3;Binko Miroslav;35;0;SÈK;;
34;Západoèeskı;4;Bartoš Ján;46;0;SÈK;;
34;Západoèeskı;5;Fišer Štefan;46;0;SÈK;;
34;Západoèeskı;6;Vachalová Rùena;62;0;SÈK;;
34;Západoèeskı;7;Moravec Josef;70;0;SÈK;;
34;Západoèeskı;8;Tutková Jarmila;51;0;SÈK;;
34;Západoèeskı;9;Moravcová Milena;69;0;SÈK;;
34;Západoèeskı;10;Holec Jiøí;70;0;SÈK;;
34;Západoèeskı;11;Èermáková Vlasta;68;0;SÈK;;
35;Severoèeskı;1;Štìpán Miroslav;50;0;SÈK;;
35;Severoèeskı;2;Boháè Jiøí RS;47;0;SÈK;;
35;Severoèeskı;3;Gabaj Miroslav;45;0;SÈK;;
35;Severoèeskı;4;Votava Miroslav RS;41;0;SÈK;;
35;Severoèeskı;5;Køapka Miroslav;50;0;SÈK;;
35;Severoèeskı;6;Petrášek Miloslav;42;0;SÈK;;
35;Severoèeskı;7;Dlouhı Jan;58;0;SÈK;;
35;Severoèeskı;8;Faifer Vlastimil;51;0;SÈK;;
35;Severoèeskı;9;Herák Jan;41;0;SÈK;;
35;Severoèeskı;10;Feèová Lubica;47;0;SÈK;;
35;Severoèeskı;11;Wedlichová Iva;33;0;SÈK;;
35;Severoèeskı;12;Válek Josef;47;0;SÈK;;
35;Severoèeskı;13;Øepíková Emilia;59;0;SÈK;;
35;Severoèeskı;14;Sedláèek Jiøí;65;0;SÈK;;
35;Severoèeskı;15;Marešová Ladislava;34;0;SÈK;;
35;Severoèeskı;16;Prokš Karel;58;0;SÈK;;
35;Severoèeskı;17;Gruber Jaroslav;53;0;SÈK;;
35;Severoèeskı;18;Bernášek Jindøich;66;0;SÈK;;
35;Severoèeskı;19;Škornièková Erika;54;0;SÈK;;
35;Severoèeskı;20;Vanìk Oldøich;44;0;SÈK;;
35;Severoèeskı;21;Koneènı Jaroslav RS;63;0;SÈK;;
35;Severoèeskı;22;Eimut Karel;63;0;SÈK;;
35;Severoèeskı;23;emlièka Antonín;66;0;SÈK;;
35;Severoèeskı;24;Kysela Jan;52;0;SÈK;;
35;Severoèeskı;25;Hnídková Emilie;64;0;SÈK;;
35;Severoèeskı;26;Janda Josef;60;0;SÈK;;
35;Severoèeskı;27;Tùma František;63;0;SÈK;;
35;Severoèeskı;28;Køí František;71;0;SÈK;;
35;Severoèeskı;29;Sedláková Kvìtoslava;68;0;SÈK;;
35;Severoèeskı;30;Orel Jan;56;0;SÈK;;
35;Severoèeskı;31;Køivánková ofie;68;0;SÈK;;
