district,nomParty,listOrder,name,acadTitle,age,occupation,residency
5400  Východoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,10,Ján Danko,PhDr. CSc.,44,psychológ,Trebišov
5400  Východoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,11,František Horal,Ing.,50,technik,Hniezdne
5400  Východoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,12,Michal Baránik,prof. Ing. CSc.,66,vysokoškol.pedag.,Bratislava
5400  Východoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,13,Ľubomír Javorský,MUDr.,45,lekár,Veľký Šariš
5400  Východoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,14,Ján Michelko,Ing.,49,poslanec NR SR,Košice
5400  Východoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,15,Pavol Kendra,JUDr.,44,právnik,Bardejov
5400  Východoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,16,Pavol Derfényi,,52,technik,Michalovce
5400  Východoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,17,Pavol Suchodolský,Ing.,37,technik,Rožňava
5400  Východoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,18,Alfonz Zoričák,Mgr.,44,poslanec NR SR,Ždiar
5400  Východoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,19,Pavol Kačic,Ing.,36,technik,Stropkov
5400  Východoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,20,Igor Máthé,Ing.,50,ekonóm,Veľký Šariš
5400  Východoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,21,Jozefína Tokarčíková,,46,uradníčka,Stará Ľubovňa
5400  Východoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,22,Ján Voľný,,40,učiteľ,Spišská Nová Ves
5400  Východoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,23,Martin Oravec,Ing.,35,ekonóm,Vranov nad Topľou
5400  Východoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,24,Jozefína Obšitníková,,42,učiteľka,Snina
5400  Východoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,25,Rudolf Žiak,Mgr.,39,pracovník kultúry,Stará Ľubovňa
5400  Východoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,26,Ivan Ľupták,,51,poslanec NR SR,Košice
5400  Východoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,27,Juraj Martiček,Mgr.,45,novinár,Bardejov
5400  Východoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,28,Jozef Gajdoš,Ing.,49,štátny zamestnanec,Bratislava
5400  Východoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,29,Július Šimko,Ing.,29,elektroinžinier,Košice
5400  Východoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,30,Stanislav Šárossy,JUDr.,53,poslanec NR SR,Veľký Šariš
5400  Východoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,31,Ján Kato,RNDr.,37,pedagóg,Krompachy
5400  Východoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,32,Juraj Slovinský,Ing.,47,ekonóm,Košice
5400  Východoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,33,Andrej Fedor,RNDr.,44,pedagóg,Bardejov
5400  Východoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,34,Anton Škorec,Ing.,48,elektroinžinier,Moldava nad Bodvou
5400  Východoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,35,Karol Mášik,PhDr.,43,filozof,Košice
5400  Východoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,36,Jozef Kniebügel,Ing.,58,poľnohospod.inž.,Žiar nad Hronom
5400  Východoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,37,Mojmír Benža,PhDr.,53,etnológ,Bratislava
5400  Východoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,38,Jolana Ambrúžová,,51,ekonómka,Fiľakovo
5400  Východoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,39,Marian Ivanko,Ing.,50,stavebný ižinier,Košice
5400  Východoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,40,Jozef Brna,Ing.,47,geológ,Michalovce
5400  Východoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,41,Ladislav Slebodník,Ing.,36,technik,Levoča
5400  Východoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,42,Andrej Revák,Ing.,57,ekonóm,Bardejov
5400  Východoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,43,Lívia Králiková,,49,učiteľka,Poprad
5400  Východoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,44,Gabriel Sitťai,Ing.,46,poľnohosp.inžinier,Moldava nad Bodvou
5400  Východoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,45,Elena Kuncová,,44,kultúr.pracovníčka,Michalovce
5400  Východoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,46,Jozef Majovský,,37,robotník,Trebišov
5400  Východoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,47,Ján Uhrín,Mgr.,38,učiteľ,Kechnec
5400  Východoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,48,Jozef Visokai,Ing.,51,poľnohosp.inžinier,Trebišov
5400  Východoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,49,Jozef Konkoly,,39,starosta,Kechnec
5400  Východoslovenský kraj,Komunistická strana Slovenska,1,Ivan Hopta,PhDr. CSc.,36,učiteľ,Humenné
5400  Východoslovenský kraj,Komunistická strana Slovenska,2,Milan Walko,,29,technik,Gelnica
5400  Východoslovenský kraj,Komunistická strana Slovenska,3,Ján Uhrík,Ing.,44,technológ,Stropkov
5400  Východoslovenský kraj,Komunistická strana Slovenska,4,Ondrej Kováč,RSDr.,56,robotník,Rožňava
5400  Východoslovenský kraj,Komunistická strana Slovenska,5,Juraj Moskvič,JUDr.,66,právnik,Prešov
5400  Východoslovenský kraj,Komunistická strana Slovenska,6,Peter Jakubčák,,49,agronóm,Poprad
5400  Východoslovenský kraj,Komunistická strana Slovenska,7,Ľubomír Kalafus,Ing.,46,programátor,Košice
5400  Východoslovenský kraj,Komunistická strana Slovenska,8,Stanislav Geschwandtner,,35,technik,Košice
5400  Východoslovenský kraj,Komunistická strana Slovenska,9,Ján Kvak,,44,technik,Michalovce
5400  Východoslovenský kraj,Komunistická strana Slovenska,10,Peter Hrinko,Ing.,61,učiteľ,Medzilaborce
5400  Východoslovenský kraj,Komunistická strana Slovenska,11,Milan Krokavec,MVDr.,62,veterinár,Spišská Nová Ves
5400  Východoslovenský kraj,Komunistická strana Slovenska,12,Jozef Kriško,Ing.,48,ekonóm,Duplín
5400  Východoslovenský kraj,Komunistická strana Slovenska,13,Mária Piljanová,,55,učiteľka,Rožňava
5400  Východoslovenský kraj,Komunistická strana Slovenska,14,Stanislav Hudák,,41,robotník,Prešov
5400  Východoslovenský kraj,Komunistická strana Slovenska,15,Ondrej David,JUDr.,55,právnik,Poprad
5400  Východoslovenský kraj,Komunistická strana Slovenska,16,Jozef Gonda,PhDr.,62,novinár,Košice
5400  Východoslovenský kraj,Komunistická strana Slovenska,17,Ľubomír Fečík,,36,robotník,Snina
5400  Východoslovenský kraj,Komunistická strana Slovenska,18,Nadežda Kaputová,,48,zdrav.sestra,Gelnica
5400  Východoslovenský kraj,Komunistická strana Slovenska,19,Jozef Bilas,RSDr.,55,učiteľ,Svidník
5400  Východoslovenský kraj,Komunistická strana Slovenska,20,Michal Gažúr,,55,prac.MTZ,Revúca
5400  Východoslovenský kraj,Komunistická strana Slovenska,21,Jozef Bacher,,47,technik,Lipany
5400  Východoslovenský kraj,Komunistická strana Slovenska,22,Ján Pitoňak,,57,rušňovodič,Poprad
5400  Východoslovenský kraj,Komunistická strana Slovenska,23,Vladimír Džupinka,,43,súkr.podnikateľ,Snina
5400  Východoslovenský kraj,Komunistická strana Slovenska,24,Dušan Novák,,48,preds.St.Byt.Dr.,Spišská Nová Ves
5400  Východoslovenský kraj,Komunistická strana Slovenska,25,Eugen Brindzák,RSDr.,29,súkr.podnik.,Jelšava
5400  Východoslovenský kraj,Komunistická strana Slovenska,26,Karel Kučera,Ing.,63,dôchodca,Dulová Ves
5400  Východoslovenský kraj,Komunistická strana Slovenska,27,Ján Hosťanský,,47,zvárač,Poprad
5400  Východoslovenský kraj,Komunistická strana Slovenska,28,Jozef Kaščák,,53,mechanizátor,Štefurov
5400  Východoslovenský kraj,Komunistická strana Slovenska,29,Jaroslav Pribula,,50,zámočník,Prešov
5400  Východoslovenský kraj,Komunistická strana Slovenska,30,Michal Dandár,,63,dôchodca,Prešov
5400  Východoslovenský kraj,Kresťanská sociálna únia Slovenska,1,Ján Klepáč,Ing.,45,predseda KSÚ,Bratislava
5400  Východoslovenský kraj,Kresťanská sociálna únia Slovenska,2,Anton Andráš,Ing.,41,projektant,Poprad
5400  Východoslovenský kraj,Kresťanská sociálna únia Slovenska,3,František Ondrejkov,Ing.,43,strojný inžinier,Bratislava
5400  Východoslovenský kraj,Kresťanská sociálna únia Slovenska,4,František Höger,,31,elektrotechnik,Fintice
5400  Východoslovenský kraj,Kresťanská sociálna únia Slovenska,5,František Bogsch,Ing.,45,programátor,Košice
5400  Východoslovenský kraj,Kresťanská sociálna únia Slovenska,6,Štefan Germuška,,48,invalid.dôchod.,Michalovce
5400  Východoslovenský kraj,Kresťanská sociálna únia Slovenska,7,Anton Sviatko,Ing.,57,stavebný inžinier,Valalíky - Košťany
5400  Východoslovenský kraj,Kresťanská sociálna únia Slovenska,8,Jozef Baník,JUDr.,56,komerčný právnik,Benkovce
5400  Východoslovenský kraj,Kresťanská sociálna únia Slovenska,9,Naďa Kaľavská,Ing.,46,ekonómka,Michalovce
5400  Východoslovenský kraj,Kresťanská sociálna únia Slovenska,10,Jozef Čurila,Ing.,46,starosta,Jasenov
5400  Východoslovenský kraj,Kresťanská sociálna únia Slovenska,11,Peter Kožár,MUDr.,63,lekár,Rožňavské Bystré
5400  Východoslovenský kraj,Kresťanská sociálna únia Slovenska,12,Ján Gima,Ing.,45,lesný inžinier,Turany nad Ondavou
5400  Východoslovenský kraj,Kresťanská sociálna únia Slovenska,13,Jozef Juraško,Ing.,53,lesný inžinier,Podolinec
5400  Východoslovenský kraj,Kresťanská sociálna únia Slovenska,14,Rudolf Klokner,,63,technik,Zborov
5400  Východoslovenský kraj,Kresťanská sociálna únia Slovenska,15,Ján Pavličko,Ing.,59,podnikateľ,Poprad
5400  Východoslovenský kraj,Kresťanská sociálna únia Slovenska,16,Alžbeta Vikisalyová,,53,inv.dôchodkyňa,Rožňava
5400  Východoslovenský kraj,Kresťanská sociálna únia Slovenska,17,Peter Kacej,,49,technik,Levoča
5400  Východoslovenský kraj,Kresťanská sociálna únia Slovenska,18,Anton Oberhauser,MUDr.,57,lekár,Vranov nad Topľou
5400  Východoslovenský kraj,Kresťanská sociálna únia Slovenska,19,Štefan Emödi,Ing.,38,strojný inžinier,Rožňava
5400  Východoslovenský kraj,Kresťanská sociálna únia Slovenska,20,Anton Gaľa,,59,stavebný technik,Prešov
5400  Východoslovenský kraj,Kresťanská sociálna únia Slovenska,21,Dušan Kovačič,Ing.,54,podnikateľ,Malá Ida
5400  Východoslovenský kraj,Kresťanská sociálna únia Slovenska,22,Alexander Borovský,Ing.,42,strojný inžinier,Ruskov
5400  Východoslovenský kraj,Kresťanská sociálna únia Slovenska,23,Milan Kráľ,Ing.,33,štátny zamestnanec,Michalovce
5400  Východoslovenský kraj,Kresťanská sociálna únia Slovenska,24,Peter Bizovský,MUDr.,38,lekár,Stará Ľubovňa
5400  Východoslovenský kraj,Kresťanská sociálna únia Slovenska,25,Ján Rusnák,,43,technik,Dolný Smokovec
5400  Východoslovenský kraj,Kresťanská sociálna únia Slovenska,26,Ľubomír Štiblárik,Ing.,39,chem.inžinier,Humenné
5400  Východoslovenský kraj,Kresťanská sociálna únia Slovenska,27,Róbert Blanár,,37,podnikateľ,Poprad
5400  Východoslovenský kraj,Kresťanská sociálna únia Slovenska,28,František Macurák,,57,inv.dôchodca,Vernár
5400  Východoslovenský kraj,Kresťanská sociálna únia Slovenska,29,Metod Burák,Ing.,40,staveb.inžinier,Stropkov
5400  Východoslovenský kraj,Kresťanská sociálna únia Slovenska,30,Vladimír Bačinský,Ing.,31,inž.spojov,Ďačov
5400  Východoslovenský kraj,Kresťanská sociálna únia Slovenska,31,Pavol Čisárik,Ing.,42,inžinier spojov,Prešov
5400  Východoslovenský kraj,Kresťanská sociálna únia Slovenska,32,Mária Jacková,MUDr.,40,lekárka,Trebišov
5400  Východoslovenský kraj,Kresťanská sociálna únia Slovenska,33,Daniel Molec-Vagač,Ing.,53,spojový technik,Košice
5400  Východoslovenský kraj,Kresťanská sociálna únia Slovenska,34,Vladimír Mošať,Ing.,47,poľnohosp.inžinier,Košice
5400  Východoslovenský kraj,Kresťanská sociálna únia Slovenska,35,Ladislav Lengyel,Ing.,50,inv.dôchodca,Poprad
5400  Východoslovenský kraj,Kresťanská sociálna únia Slovenska,36,Jozef Gálik,,56,obchodný referent,Kračúnovce - Lúčka
5400  Východoslovenský kraj,Kresťanská sociálna únia Slovenska,37,Jozef Cengeľ,MVDr.,66,veterinár.lekár,Spišské Podhradie
5400  Východoslovenský kraj,Kresťanská sociálna únia Slovenska,38,Eugen Ružbašan,Mgr.,49,vysokoškol.učiteľ,Sokoľ
5400  Východoslovenský kraj,Kresťanská sociálna únia Slovenska,39,Hildegard Znaková,,41,ekonómka,Spišská Nová Ves
5400  Východoslovenský kraj,Kresťanská sociálna únia Slovenska,40,Otto Gudánek,,65,inv.dôchodca,Hniezdne
5400  Východoslovenský kraj,Kresťanská sociálna únia Slovenska,41,Vladimír Komár,MUDr.,47,lekár,Košice
5400  Východoslovenský kraj,Kresťanská sociálna únia Slovenska,42,Ján Ribka,Ing.,45,dopravný inžinier,Kysak
5400  Východoslovenský kraj,Kresťanská sociálna únia Slovenska,43,Peter Turček,,51,technik,Dolný Smokovec
5400  Východoslovenský kraj,Kresťanská sociálna únia Slovenska,44,Bernardína Samiecová,Ing.,39,podnikateľka,Vernár
5400  Východoslovenský kraj,Kresťanská sociálna únia Slovenska,45,Michal Duda,,39,starosta,Vyšný Kazimír
5400  Východoslovenský kraj,Kresťanská sociálna únia Slovenska,46,Jozef Lancoš,Ing.,47,starosta,Benkovce
5400  Východoslovenský kraj,Kresťanská sociálna únia Slovenska,47,Anton Andreanský,Ing.,74,strojný inžinier,Košice
5400  Východoslovenský kraj,Kresťanskodemokratické hnutie,1,Mikuláš Dzurinda,Ing. CSc.,39,dopr.inžinier,Bratislava
5400  Východoslovenský kraj,Kresťanskodemokratické hnutie,2,František Mikloško,RNDr.,47,matematik,Bratislava
5400  Východoslovenský kraj,Kresťanskodemokratické hnutie,3,Ján Figeľ,Ing.,34,elektrotechnik,Čaklov
5400  Východoslovenský kraj,Kresťanskodemokratické hnutie,4,Peter Lauko,MUDr.,45,lekár,Poprad
5400  Východoslovenský kraj,Kresťanskodemokratické hnutie,5,Milan Gaľa,MUDr.,41,lekár,Lipany
5400  Východoslovenský kraj,Kresťanskodemokratické hnutie,6,Mária Sabolová,Ing.,38,elektrotechnička,Košice
5400  Východoslovenský kraj,Kresťanskodemokratické hnutie,7,František Javorský,,60,archeológ,Spišská Nová Ves
5400  Východoslovenský kraj,Kresťanskodemokratické hnutie,8,Ján Langoš,Ing.,48,technik,Bratislava
5400  Východoslovenský kraj,Kresťanskodemokratické hnutie,9,Milan Šútovec,Dr.,53,vedec.pracovník,Bratislava
5400  Východoslovenský kraj,Kresťanskodemokratické hnutie,10,Andrej Hajduk,,46,elektrotechnik,Hatalov
5400  Východoslovenský kraj,Kresťanskodemokratické hnutie,11,Juraj Bazár,MUDr.,60,lekár,Bardejov
5400  Východoslovenský kraj,Kresťanskodemokratické hnutie,12,Michal Kurťák,Ing.,37,elektrotechnik,Humenné
5400  Východoslovenský kraj,Kresťanskodemokratické hnutie,13,Anton Novajovský,Mgr.,49,pedagóg,Nová Ľubovňa
5400  Východoslovenský kraj,Kresťanskodemokratické hnutie,14,Andrej Gima,Ing.,40,pedagóg,Stropkov
5400  Východoslovenský kraj,Kresťanskodemokratické hnutie,15,Filip Bakaj,Ing.,50,hutníc.inžinier,Bukovec
5400  Východoslovenský kraj,Kresťanskodemokratické hnutie,16,Milan Stripaj,MUDr.,46,lekár,Rožňava
5400  Východoslovenský kraj,Kresťanskodemokratické hnutie,17,Daniel Adamčík,JUDr.,39,právnik,Veľké Kapušany
5400  Východoslovenský kraj,Kresťanskodemokratické hnutie,18,Ladislav Snopko,Mgr.,44,dramaturg,Starý Smokovec
5400  Východoslovenský kraj,Kresťanskodemokratické hnutie,19,Jozef Polačko,Ing.,36,strojár,Prešov
5400  Východoslovenský kraj,Kresťanskodemokratické hnutie,20,Miroslav Pollák,RNDr.,37,matematik,Košice
5400  Východoslovenský kraj,Kresťanskodemokratické hnutie,21,Ján Majda,Ing.,40,ekonóm,Svidník
5400  Východoslovenský kraj,Kresťanskodemokratické hnutie,22,Ján Derďak,Ing.,58,strojár,Revúca
5400  Východoslovenský kraj,Kresťanskodemokratické hnutie,23,Gabriela Pradová,MUDr.,43,lekárka,Michalovce
5400  Východoslovenský kraj,Kresťanskodemokratické hnutie,24,František Gruber,Ing.,42,poľnohospodár,Stará Ľubovňa
5400  Východoslovenský kraj,Kresťanskodemokratické hnutie,25,Michal Laško,Ing.,54,strojár,Spišská Nová Ves
5400  Východoslovenský kraj,Kresťanskodemokratické hnutie,26,Peter Mornár,MUDr.,48,lekár,Poprad
5400  Východoslovenský kraj,Kresťanskodemokratické hnutie,27,Ján Klubert,Ing.,55,strojár,Vranov nad Topľou
5400  Východoslovenský kraj,Kresťanskodemokratické hnutie,28,Róbert Király,Ing.,31,banský inžinier,Bardejov
5400  Východoslovenský kraj,Kresťanskodemokratické hnutie,29,Ján Mráz,,46,stavbár,Trebejov
5400  Východoslovenský kraj,Kresťanskodemokratické hnutie,30,Miroslav Ščerbej,MUDr.,42,lekár,Trebišov
5400  Východoslovenský kraj,Kresťanskodemokratické hnutie,31,Jozef Melničák,Ing.,38,ekonóm,Humenné
5400  Východoslovenský kraj,Kresťanskodemokratické hnutie,32,Pavol Kubičár,Ing.,59,lesný inžinier,Spišská Nová Ves
5400  Východoslovenský kraj,Kresťanskodemokratické hnutie,33,Pavol Vrždák,,42,chemik,Prešov
5400  Východoslovenský kraj,Kresťanskodemokratické hnutie,34,Terézia Lengyelová,,44,zdravot.sestra,Košice
5400  Východoslovenský kraj,Kresťanskodemokratické hnutie,35,Cyril Václav,MUDr.,35,lekár,Rakúsy
5400  Východoslovenský kraj,Kresťanskodemokratické hnutie,36,Ján Vysocký,,23,admin.pracovník,Ražňany
5400  Východoslovenský kraj,Kresťanskodemokratické hnutie,37,Juraj Andrejuv,MVDr,40,veterinár,Svidník
5400  Východoslovenský kraj,Kresťanskodemokratické hnutie,38,Anton Anderko,Ing.,50,poľnohospodár,Prešov
5400  Východoslovenský kraj,Kresťanskodemokratické hnutie,39,Michal Farkaš,,36,robotník,Kazimír
5400  Východoslovenský kraj,Kresťanskodemokratické hnutie,40,Ján Šalata,Ing.,42,hutníc.inžinier,Udavské
5400  Východoslovenský kraj,Kresťanskodemokratické hnutie,41,Anton Matuševský,Ing.,37,elektrotechnik,Košice
5400  Východoslovenský kraj,Kresťanskodemokratické hnutie,42,Juraj Obsuth,MVDr.,51,veterinár,Moldava nad Bodvou
5400  Východoslovenský kraj,Kresťanskodemokratické hnutie,43,Jozef Javorský,MUDr.,55,lekár,Sobrance
5400  Východoslovenský kraj,Kresťanskodemokratické hnutie,44,František Grohola,Ing.,55,strojár,Kežmarok
5400  Východoslovenský kraj,Kresťanskodemokratické hnutie,45,Peter Rákai,Ing.,24,stavbár,Rožňava
5400  Východoslovenský kraj,Kresťanskodemokratické hnutie,46,Peter Jankech,MUDr.,47,lekár,Levoča
5400  Východoslovenský kraj,Kresťanskodemokratické hnutie,47,Michal Džatko,RNDr. CSc.,63,poľnohospodár,Bratislava
5400  Východoslovenský kraj,Kresťanskodemokratické hnutie,48,Štefan Ocilka,JUDr.,51,právnik,Vranov nad Topľou
5400  Východoslovenský kraj,Kresťanskodemokratické hnutie,49,Miroslav Dzurinda,Ing.,41,dopr.inžinier,Spišská Nová Ves
5400  Východoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,1,Barnabás Ferkó,MUDr.,38,lekár,Veľké Kapušany
5400  Východoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,2,István Pásztor,Ing.,37,elektr.inž.,Kráľovský Chlmec
5400  Východoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,3,János Hornyák,Ing.,33,vedúci prevádzky,Kráľovský Chlmec
5400  Východoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,4,Sándor Fuksz,Ing.,41,elektr. inž.,Veľké Kapušany
5400  Východoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,5,Pál Barta,Ing.,31,poslanec,Kráľovský Chlmec
5400  Východoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,6,László Köteles,,37,technik,Moldava nad Bodvou
5400  Východoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,7,Ladislav Pirovits,JUDr.,43,advokát,Kráľovský Chlmec
5400  Východoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,8,István Csatlós,,52,techn.prac.,Beša
5400  Východoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,9,Alexander Albert,Ing. CSc.,51,stroj.inž.,Košice
5400  Východoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,10,Miklós Krivánsky,,44,archeológ,Košice
5400  Východoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,11,Zoltán Balassa,Ing.,45,redaktor,Košice
5400  Východoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,12,Géza Galán,,52,slob.umelec,Bratislava
5400  Východoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,13,Štefan Gilányi,,37,pedagóg,Kráľovský Chlmec
5400  Východoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,14,Péter Lizák,,54,súkr.podnikat.,Veľké Slemence
5400  Východoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,15,Péter Máriássy,,45,zememerač,Košice
5400  Východoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,16,Mária Czapová,JUDr.,48,právnička,Maťovce
5400  Východoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,17,Péter Havasi,,44,kult.pracovník,Košice
5400  Východoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,18,Juraj Bubenko,Ing.,46,podnikateľ,Perín-Chým
5400  Východoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,19,György Hajduk,,48,pedagóg,Veľké Kapušany
5400  Východoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,20,Peter Jakus,,38,starosta,Veľký Kamenec
5400  Východoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,21,István Tarnóczy,,64,dôchodca,Košice
5400  Východoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,22,Árpád Görgey,,41,elektrotechnik,Rožňava
