;X;again;party1;party2;order1;order2;change;minor;loyal;improveParty;improveParty2;improvePosition;origPartyDissolved;year1;minorMajor;minorMinor;majorMajor;majorMinor;switch;new2;switchMiMa;switchMiMi;switchMaMa;switchMaMi;mp
196;196;Istv·n M·zik;MK;SMK;13;17;4;0;0;NA;NA;0;NA;1994;0;0;1;0;1;1;0;0;1;0;0
197;197;S·ndor Papp;MK;SMK;14;52;38;0;0;NA;NA;0;NA;1994;0;0;1;0;1;1;0;0;1;0;0
198;198;Imre Ga·l;MK;SMK;16;44;28;0;0;NA;NA;0;NA;1994;0;0;1;0;1;1;0;0;1;0;0
199;199;J·n Slota;SNS;SNS;1;1;0;0;1;NA;NA;1;NA;1994;0;0;1;0;0;0;0;0;0;0;1
200;200;Jozef LÌöka;SNS;SNS;5;30;25;0;1;NA;NA;0;NA;1994;0;0;1;0;0;0;0;0;0;0;0
201;201;J·n Sitek;SNS;SNS;7;4;-3;0;1;NA;NA;1;NA;1994;0;0;1;0;0;0;0;0;0;0;0
202;202;Stanislav Mican;SNS;SNS;8;130;122;0;1;NA;NA;0;NA;1994;0;0;1;0;0;0;0;0;0;0;0
203;203;Anna MalÌkov·;SNS;SNS;10;2;-8;0;1;NA;NA;1;NA;1994;0;0;1;0;0;0;0;0;0;0;0
204;204;Pavol ºupt·k;SNS;SNS;13;125;112;0;1;NA;NA;0;NA;1994;0;0;1;0;0;0;0;0;0;0;0
205;205;Milan MarËan;SNS;SNS;19;54;35;0;1;NA;NA;0;NA;1994;0;0;1;0;0;0;0;0;0;0;0
206;206;Ivan Gond·ö;SNS;SNS;21;100;79;0;1;NA;NA;0;NA;1994;0;0;1;0;0;0;0;0;0;0;0
207;207;Jaroslav Laöö·k;SNS;SNS;29;132;103;0;1;NA;NA;0;NA;1994;0;0;1;0;0;0;0;0;0;0;0
208;208;J·n Bureö;SNS;SNS;39;88;49;0;1;NA;NA;0;NA;1994;0;0;1;0;0;0;0;0;0;0;0
209;209;Ivan Eibner;SNS;SNS;43;57;14;0;1;NA;NA;0;NA;1994;0;0;1;0;0;0;0;0;0;0;0
210;210;Stanislav P·nis;SNS;SNJ;50;1;-49;0;0;NA;NA;1;NA;1994;0;0;0;1;1;1;0;0;0;1;0
211;211;Alena Kuniakov·;SD;HZDS;1;99;98;1;0;NA;NA;0;NA;1994;1;0;0;0;1;0;1;0;0;0;0
212;212;Pavol Kanis;SV;SDL;1;4;3;0;0;NA;NA;0;NA;1994;0;0;1;0;1;1;0;0;1;0;1
213;213;Ladislav AmbrÛö;SV;SDK;7;28;21;0;0;NA;NA;0;NA;1994;0;0;1;0;1;1;0;0;1;0;0
214;214;Peter Magvaöi;SV;SDL;11;7;-4;0;0;NA;NA;1;NA;1994;0;0;1;0;1;1;0;0;1;0;1
215;215;Viera Pavlechov·;SV;SDL;13;41;28;0;0;NA;NA;0;NA;1994;0;0;1;0;1;1;0;0;1;0;0
216;216;Jozef Murgaö;SV;SDL;14;46;32;0;0;NA;NA;0;NA;1994;0;0;1;0;1;1;0;0;1;0;0
217;217;Jozef Krumpolec;SV;SDK;19;9;-10;0;0;NA;NA;1;NA;1994;0;0;1;0;1;1;0;0;1;0;0
218;218;Milan GacÌk;SV;SDL;24;57;33;0;0;NA;NA;0;NA;1994;0;0;1;0;1;1;0;0;1;0;0
219;219;VladimÌr MaÚka;SV;SDL;39;17;-22;0;0;NA;NA;1;NA;1994;0;0;1;0;1;1;0;0;1;0;0
220;220;Roman Kopka;SV;SDL;47;89;42;0;0;NA;NA;0;NA;1994;0;0;1;0;1;1;0;0;1;0;0
221;221;J·n ºupt·k;ZRS;ZRS;1;1;0;0;1;NA;NA;1;NA;1994;0;0;0;1;0;0;0;0;0;0;1
222;222;Anton N·roda;ZRS;ZRS;3;3;0;0;1;NA;NA;1;NA;1994;0;0;0;1;0;0;0;0;0;0;1
223;223;J·n Kvorka;ZRS;ZRS;5;2;-3;0;1;NA;NA;1;NA;1994;0;0;0;1;0;0;0;0;0;0;0
224;224;J·n Lietava;ZRS;ZRS;8;29;21;0;1;NA;NA;0;NA;1994;0;0;0;1;0;0;0;0;0;0;0
225;225;Pavol Kad·ö;ZRS;ZRS;10;13;3;0;1;NA;NA;0;NA;1994;0;0;0;1;0;0;0;0;0;0;0
226;226;J·n “uÚuk;ZRS;ZRS;14;68;54;0;1;NA;NA;0;NA;1994;0;0;0;1;0;0;0;0;0;0;0
227;227;VladimÌr Hodruösk˝;ZRS;ZRS;22;102;80;0;1;NA;NA;0;NA;1994;0;0;0;1;0;0;0;0;0;0;0
228;228;M·ria Hruökov·;ZRS;ZRS;23;28;5;0;1;NA;NA;0;NA;1994;0;0;0;1;0;0;0;0;0;0;0
229;229;J·n »aba;ZRS;ZRS;30;22;-8;0;1;NA;NA;1;NA;1994;0;0;0;1;0;0;0;0;0;0;0
230;230;VladimÌr SavËinsk˝;DS;SDK;6;96;90;1;0;NA;NA;0;NA;1994;1;0;0;0;1;1;1;0;0;0;0
231;231;Ladislav Hromada;DS;SOP;7;62;55;1;0;NA;NA;0;NA;1994;1;0;0;0;1;1;1;0;0;0;0
232;232;Viliam VaökoviË;DU;SDK;2;29;27;0;0;NA;NA;0;NA;1994;0;0;1;0;1;1;0;0;1;0;1
233;233;Roman VavrÌk;DU;SDK;3;33;30;0;0;NA;NA;0;NA;1994;0;0;1;0;1;1;0;0;1;0;1
234;234;Ivan Rosival;DU;SDK;6;39;33;0;0;NA;NA;0;NA;1994;0;0;1;0;1;1;0;0;1;0;1
235;235;Alexej Ivanko;DU;SDK;10;46;36;0;0;NA;NA;0;NA;1994;0;0;1;0;1;1;0;0;1;0;0
236;236;Duöan FedoroËko;DU;SDK;20;50;30;0;0;NA;NA;0;NA;1994;0;0;1;0;1;1;0;0;1;0;0
237;237;Jozef AnÔal;DU;SDK;50;120;70;0;0;NA;NA;0;NA;1994;0;0;1;0;1;1;0;0;1;0;0
238;238;Sergej KozlÌk;HZDS;HZDS;1;3;2;0;1;NA;NA;0;NA;1994;0;0;1;0;0;0;0;0;0;0;1
239;239;Imrich AndrejË·k;HZDS;HZDS;3;20;17;0;1;NA;NA;0;NA;1994;0;0;1;0;0;0;0;0;0;0;1
240;240;Ivan Lexa;HZDS;HZDS;4;48;44;0;1;NA;NA;0;NA;1994;0;0;1;0;0;0;0;0;0;0;1
241;241;Jozef Zlocha;HZDS;HZDS;5;32;27;0;1;NA;NA;0;NA;1994;0;0;1;0;0;0;0;0;0;0;1
242;242;Miroslav Nov·k;HZDS;HZDS;6;123;117;0;1;NA;NA;0;NA;1994;0;0;1;0;0;0;0;0;0;0;1
243;243;Vojtech Tk·Ë;HZDS;HZDS;7;8;1;0;1;NA;NA;0;NA;1994;0;0;1;0;0;0;0;0;0;0;1
244;244;J·n Danko;HZDS;HZDS;10;30;20;0;1;NA;NA;0;NA;1994;0;0;1;0;0;0;0;0;0;0;1
245;245;Michal Bar·nik;HZDS;HZDS;12;44;32;0;1;NA;NA;0;NA;1994;0;0;1;0;0;0;0;0;0;0;1
246;246;ºubomÌr Javorsk˝;HZDS;HZDS;13;52;39;0;1;NA;NA;0;NA;1994;0;0;1;0;0;0;0;0;0;0;1
247;247;Pavol KaËic;HZDS;HZDS;19;27;8;0;1;NA;NA;0;NA;1994;0;0;1;0;0;0;0;0;0;0;0
248;248;JozefÌna OböitnÌkov·;HZDS;HZDS;24;70;46;0;1;NA;NA;0;NA;1994;0;0;1;0;0;0;0;0;0;0;0
249;249;Jozef Gajdoö;HZDS;HZDS;28;33;5;0;1;NA;NA;0;NA;1994;0;0;1;0;0;0;0;0;0;0;0
250;250;Andrej Fedor;HZDS;HZDS;33;110;77;0;1;NA;NA;0;NA;1994;0;0;1;0;0;0;0;0;0;0;0
251;251;Jozef Brna;HZDS;HZDS;40;101;61;0;1;NA;NA;0;NA;1994;0;0;1;0;0;0;0;0;0;0;0
252;252;Ivan Hopta;KSS;KSS;1;2;1;1;1;NA;NA;0;NA;1994;0;1;0;0;0;0;0;0;0;0;0
253;253;Milan Walko;KSS;KSS;2;114;112;1;1;NA;NA;0;NA;1994;0;1;0;0;0;0;0;0;0;0;0
254;254;J·n UhrÌk;KSS;KSS;3;106;103;1;1;NA;NA;0;NA;1994;0;1;0;0;0;NA;0;0;0;0;0
255;255;Peter JakubË·k;KSS;KSS;6;68;62;1;1;NA;NA;0;NA;1994;0;1;0;0;0;0;0;0;0;0;0
256;256;ºubomÌr Kalafus;KSS;KSS;7;69;62;1;1;NA;NA;0;NA;1994;0;1;0;0;0;0;0;0;0;0;0
257;257;Jozef Kriöko;KSS;KSS;12;9;-3;1;1;NA;NA;1;NA;1994;0;1;0;0;0;0;0;0;0;0;0
258;258;Jozef Gonda;KSS;KSS;16;7;-9;1;1;NA;NA;1;NA;1994;0;1;0;0;0;0;0;0;0;0;0
259;259;ºubomÌr FeËÌk;KSS;KSS;17;44;27;1;1;NA;NA;0;NA;1994;0;1;0;0;0;0;0;0;0;0;0
260;260;Nadeûda Kaputov·;KSS;KSS;18;53;35;1;1;NA;NA;0;NA;1994;0;1;0;0;0;0;0;0;0;0;0
261;261;Frantiöek Ondrejkov;KSU;SNS;3;21;18;1;0;NA;NA;0;NA;1994;1;0;0;0;1;0;1;0;0;0;0
262;262;Anton Sviatko;KSU;SNS;7;77;70;1;0;NA;NA;0;NA;1994;1;0;0;0;1;0;1;0;0;0;0
263;263;Duöan KovaËiË;KSU;SOP;21;21;0;1;0;NA;NA;1;NA;1994;1;0;0;0;1;1;1;0;0;0;0
264;264;Peter TurËek;KSU;SNS;43;145;102;1;0;NA;NA;0;NA;1994;1;0;0;0;1;0;1;0;0;0;0
265;265;Michal Duda;KSU;SNS;45;84;39;1;0;NA;NA;0;NA;1994;1;0;0;0;1;0;1;0;0;0;0
266;266;Mikul·ö Dzurinda;KDH;SDK;1;1;0;0;0;NA;NA;1;NA;1994;0;0;1;0;1;1;0;0;1;0;1
267;267;Frantiöek Mikloöko;KDH;SDK;2;3;1;0;0;NA;NA;0;NA;1994;0;0;1;0;1;1;0;0;1;0;1
268;268;J·n Figeæ;KDH;SDK;3;10;7;0;0;NA;NA;0;NA;1994;0;0;1;0;1;1;0;0;1;0;1
269;269;Milan Gaæa;KDH;SDK;5;56;51;0;0;NA;NA;0;NA;1994;0;0;1;0;1;1;0;0;1;0;1
270;270;M·ria Sabolov·;KDH;SDK;6;38;32;0;0;NA;NA;0;NA;1994;0;0;1;0;1;1;0;0;1;0;1
271;271;J·n Langoö;KDH;SDK;8;5;-3;0;0;NA;NA;1;NA;1994;0;0;1;0;1;1;0;0;1;0;1
272;272;Miroslav Poll·k;KDH;SDK;20;69;49;0;0;NA;NA;0;NA;1994;0;0;1;0;1;1;0;0;1;0;0
273;273;Pavol Vrûd·k;KDH;SDK;33;31;-2;0;0;NA;NA;1;NA;1994;0;0;1;0;1;1;0;0;1;0;0
274;274;Barnab·s FerkÛ;MK;SMK;1;13;12;0;0;NA;NA;0;NA;1994;0;0;1;0;1;1;0;0;1;0;1
275;275;Istv·n P·sztor;MK;SMK;2;27;25;0;0;NA;NA;0;NA;1994;0;0;1;0;1;1;0;0;1;0;0
276;276;P·l Barta;MK;SMK;5;36;31;0;0;NA;NA;0;NA;1994;0;0;1;0;1;1;0;0;1;0;0
277;277;L·szlÛ Kˆteles;MK;SMK;6;14;8;0;0;NA;NA;0;NA;1994;0;0;1;0;1;1;0;0;1;0;1
278;278;Zolt·n Balassa;MK;SMK;11;16;5;0;0;NA;NA;0;NA;1994;0;0;1;0;1;1;0;0;1;0;0
279;279;GÈza Reiter;MK;SMK;23;113;90;0;0;NA;NA;0;NA;1994;0;0;1;0;1;1;0;0;1;0;0
280;280;Dion˝z Horv·th;MK;SMK;26;120;94;0;0;NA;NA;0;NA;1994;0;0;1;0;1;1;0;0;1;0;0
281;281;Ladislav Iv·n;MK;SMK;27;57;30;0;0;NA;NA;0;NA;1994;0;0;1;0;1;1;0;0;1;0;0
282;282;Ladislav BartÛk;MK;SMK;41;102;61;0;0;NA;NA;0;NA;1994;0;0;1;0;1;1;0;0;1;0;0
283;283;J·n Kompuö;ROISR;HZDS;4;61;57;1;0;NA;NA;0;NA;1994;1;0;0;0;1;0;1;0;0;0;0
284;284;Jozef LeniË;SNS;SNS;11;44;33;0;1;NA;NA;0;NA;1994;0;0;1;0;0;0;0;0;0;0;0
285;285;Ladislav Hruöka;SNS;SNS;13;16;3;0;1;NA;NA;0;NA;1994;0;0;1;0;0;0;0;0;0;0;0
286;286;Emil KuËer·k;SD;HTC;1;13;12;1;0;NA;NA;0;NA;1994;0;1;0;0;1;1;0;1;0;0;0
287;287;Peter Weiss;SV;SDL;1;5;4;0;0;NA;NA;0;NA;1994;0;0;1;0;1;1;0;0;1;0;1
288;288;Jozef Klein;SV;HZDS;3;83;80;0;0;NA;NA;0;NA;1994;0;0;1;0;1;0;0;0;1;0;1
289;289;Robert Fico;SV;SDL;5;3;-2;0;0;NA;NA;1;NA;1994;0;0;1;0;1;1;0;0;1;0;1
290;290;Viliam Sopko;SV;SDL;8;23;15;0;0;NA;NA;0;NA;1994;0;0;1;0;1;1;0;0;1;0;1
291;291;Ladislav Orosz;SV;SDL;11;15;4;0;0;NA;NA;0;NA;1994;0;0;1;0;1;1;0;0;1;0;0
292;292;Pavol Mutafov;SV;SDK;13;72;59;0;0;NA;NA;0;NA;1994;0;0;1;0;1;1;0;0;1;0;0
293;293;Pavol Bogdan;SV;SDL;19;122;103;0;0;NA;NA;0;NA;1994;0;0;1;0;1;1;0;0;1;0;0
294;294;Roman äipoö;SV;SDL;20;26;6;0;0;NA;NA;0;NA;1994;0;0;1;0;1;1;0;0;1;0;0
295;295;Milan Muöka;SV;SDL;23;59;36;0;0;NA;NA;0;NA;1994;0;0;1;0;1;1;0;0;1;0;0
296;296;Duöan Bevilaqua;SV;SDK;26;68;42;0;0;NA;NA;0;NA;1994;0;0;1;0;1;1;0;0;1;0;0
297;297;Mari·n Kov·Ë;SV;SDL;27;114;87;0;0;NA;NA;0;NA;1994;0;0;1;0;1;1;0;0;1;0;0
298;298;J·n Frena;SV;SDL;28;36;8;0;0;NA;NA;0;NA;1994;0;0;1;0;1;1;0;0;1;0;0
299;299;Milan Doruöinec;SV;SDL;31;75;44;0;0;NA;NA;0;NA;1994;0;0;1;0;1;1;0;0;1;0;0
300;300;Pavel Matula;SV;SDK;33;93;60;0;0;NA;NA;0;NA;1994;0;0;1;0;1;1;0;0;1;0;0
301;301;Margita AdamËÌkov·;SV;SDL;34;44;10;0;0;NA;NA;0;NA;1994;0;0;1;0;1;1;0;0;1;0;0
302;302;Klement KolnÌk;ZRS;NASR;1;4;3;0;0;NA;NA;0;NA;1994;0;0;0;1;1;1;0;0;0;1;1
303;303;Hubert Kraus;ZRS;ZRS;2;31;29;0;1;NA;NA;0;NA;1994;0;0;0;1;0;0;0;0;0;0;1
304;304;Jozef Glinsk˝;ZRS;ZRS;5;52;47;0;1;NA;NA;0;NA;1994;0;0;0;1;0;0;0;0;0;0;1
305;305;Miroslav Pacola;ZRS;ZRS;6;5;-1;0;1;NA;NA;1;NA;1994;0;0;0;1;0;0;0;0;0;0;1
306;306;Jozef éelonka;ZRS;ZRS;13;19;6;0;1;NA;NA;0;NA;1994;0;0;0;1;0;0;0;0;0;0;0
307;307;Martin Bujan;KSS;KSS;2;62;60;1;1;NA;NA;0;NA;1994;0;1;0;0;0;0;0;0;0;0;0
308;308;M·ria äkolnÌkov·;KSS;KSS;10;96;86;1;1;NA;NA;0;NA;1994;0;1;0;0;0;0;0;0;0;0;0
309;309;Edit Bauer;MK;SMK;8;7;-1;0;0;NA;NA;1;NA;1994;0;0;1;0;1;1;0;0;1;0;1
310;310;Jozef Grapa;HZDS;HZDS;44;67;23;0;1;NA;NA;0;NA;1994;0;0;1;0;0;0;0;0;0;0;0
311;311;J·n Majda;KDH;SDK;21;100;79;0;0;NA;NA;0;NA;1994;0;0;1;0;1;1;0;0;1;0;0
312;312;Peter Adamec;HZDS;HZDS;46;84;38;0;1;NA;NA;0;NA;1994;0;0;1;0;0;0;0;0;0;0;0
313;313;Jozef BÌreö;KSS;KSS;3;63;60;1;1;NA;NA;0;NA;1994;0;1;0;0;0;0;0;0;0;0;0
314;314;Jozef LaËek;KSU;SNS;14;87;73;1;0;NA;NA;0;NA;1994;1;0;0;0;1;0;1;0;0;0;0
315;315;BÈla P·lh·zy;MK;SMK;2;78;76;0;0;NA;NA;0;NA;1994;0;0;1;0;1;1;0;0;1;0;0
316;316;J·n Havr·nek;SNS;SNS;4;20;16;0;1;NA;NA;0;NA;1994;0;0;1;0;0;0;0;0;0;0;0
317;317;Peter Krivda;SNS;SNS;7;115;108;0;1;NA;NA;0;NA;1994;0;0;1;0;0;0;0;0;0;0;0
318;318;Milan Ft·Ënik;SV;SDL;1;8;7;0;0;NA;NA;0;NA;1994;0;0;1;0;1;1;0;0;1;0;1
319;319;Vojtech Demeö;DS;SOP;20;32;12;1;0;NA;NA;0;NA;1994;1;0;0;0;1;1;1;0;0;0;0
320;320;Alena Koles·rov·;HZDS;HZDS;18;57;39;0;1;NA;NA;0;NA;1994;0;0;1;0;0;0;0;0;0;0;1
321;321;Pavel HalabrÌn;HZDS;HZDS;20;53;33;0;1;NA;NA;0;NA;1994;0;0;1;0;0;0;0;0;0;0;0
322;322;Ernest Macho;HZDS;HZDS;37;90;53;0;1;NA;NA;0;NA;1994;0;0;1;0;0;0;0;0;0;0;0
323;323;Frantiöek Koll·r;KSS;KSS;22;82;60;1;1;NA;NA;0;NA;1994;0;1;0;0;0;0;0;0;0;0;0
324;324;Jaroslav Fagan;KSS;KSS;23;38;15;1;1;NA;NA;0;NA;1994;0;1;0;0;0;0;0;0;0;0;0
325;325;Milan Ryban;KSS;KSS;29;74;45;1;1;NA;NA;0;NA;1994;0;1;0;0;0;0;0;0;0;0;0
326;326;ätefan Jamrich;KSS;KSS;33;103;70;1;1;NA;NA;0;NA;1994;0;1;0;0;0;0;0;0;0;0;0
327;327;MiklÛs FehÈr;MK;SMK;17;87;70;0;0;NA;NA;0;NA;1994;0;0;1;0;1;1;0;0;1;0;0
328;328;L·szlÛ ForrÛ;MK;SMK;38;85;47;0;0;NA;NA;0;NA;1994;0;0;1;0;1;1;0;0;1;0;0
329;329;S·ndor Bastrn·k;MK;SMK;39;61;22;0;0;NA;NA;0;NA;1994;0;0;1;0;1;1;0;0;1;0;0
330;330;Milan Marko;SNS;SNS;8;18;10;0;1;NA;NA;0;NA;1994;0;0;1;0;0;0;0;0;0;0;0
331;331;Miroslav Michalec;SNS;SNS;14;22;8;0;1;NA;NA;0;NA;1994;0;0;1;0;0;0;0;0;0;0;0
332;332;Igor Mal˝;SNS;SNS;15;31;16;0;1;NA;NA;0;NA;1994;0;0;1;0;0;0;0;0;0;0;0
333;333;Jozef äedoviË;SNS;SNS;23;29;6;0;1;NA;NA;0;NA;1994;0;0;1;0;0;0;0;0;0;0;0
334;334;Jozef Duöan Bez·k;SNS;SNS;26;89;63;0;1;NA;NA;0;NA;1994;0;0;1;0;0;0;0;0;0;0;0
335;335;Ferdinand TÛth;ZRS;ZRS;6;120;114;0;1;NA;NA;0;NA;1994;0;0;0;1;0;0;0;0;0;0;0
336;336;Timotej Hill;ZRS;JSPS;15;2;-13;0;0;NA;NA;1;NA;1994;0;0;0;1;1;1;0;0;0;1;0
337;337;Eva Zelenayov·;HZDS;HZDS;4;71;67;0;1;NA;NA;0;NA;1994;0;0;1;0;0;0;0;0;0;0;1
338;338;Duöan Saksa;KSS;KSS;9;8;-1;1;1;NA;NA;1;NA;1994;0;1;0;0;0;0;0;0;0;0;0
339;339;J·n FanËi;KSS;KSS;25;105;80;1;1;NA;NA;0;NA;1994;0;1;0;0;0;0;0;0;0;0;0
340;340;Jozef Spurn˝;KSS;KSS;26;130;104;1;1;NA;NA;0;NA;1994;0;1;0;0;0;0;0;0;0;0;0
341;341;J·n Marko;KSS;KSS;28;127;99;1;1;NA;NA;0;NA;1994;0;1;0;0;0;0;0;0;0;0;0
342;342;Anna Bielikov·;KSU;SNS;5;35;30;1;0;NA;NA;0;NA;1994;1;0;0;0;1;0;1;0;0;0;0
343;343;Rastislav äept·k;SNS;SNS;3;12;9;0;1;NA;NA;0;NA;1994;0;0;1;0;0;0;0;0;0;0;1
344;344;Ivan äaöko;SNS;SNS;16;39;23;0;1;NA;NA;0;NA;1994;0;0;1;0;0;0;0;0;0;0;0
345;345;Duöan ävantner;SNS;SNS;25;14;-11;0;1;NA;NA;1;NA;1994;0;0;1;0;0;0;0;0;0;0;0
346;346;Svetlana Bornayov·;SNS;SNS;33;42;9;0;1;NA;NA;0;NA;1994;0;0;1;0;0;0;0;0;0;0;0
347;347;Eva Balkov·;SNS;SNJ;49;2;-47;0;0;NA;NA;1;NA;1994;0;0;0;1;1;1;0;0;0;1;0
348;348;Pavel Koncoö;SV;SDL;5;13;8;0;0;NA;NA;0;NA;1994;0;0;1;0;1;1;0;0;1;0;1
349;349;ätefan K·loöi;ZRS;ZRS;6;132;126;0;1;NA;NA;0;NA;1994;0;0;0;1;0;0;0;0;0;0;0
350;350;Frantiöek Lancoö;SD;HTC;3;21;18;1;0;NA;NA;0;NA;1994;0;1;0;0;1;1;0;1;0;0;0
351;351;Miroslav Barna;ZRS;ZRS;3;4;1;0;1;NA;NA;0;NA;1994;0;0;0;1;0;0;0;0;0;0;1
352;352;Frantiöek DugoviË;B-RRS;B-RRS;2;1;-1;1;1;0;0;1;0;1998;0;1;0;0;0;0;0;0;0;0;1
353;353;J·n Chleb·k;B-RRS;B-RRS;3;3;0;1;1;0;0;1;0;1998;0;1;0;0;0;0;0;0;0;0;1
354;354;Milan Albertus;B-RRS;B-RRS;5;5;0;1;1;0;0;1;0;1998;0;1;0;0;0;0;0;0;0;0;1
355;355;VladimÌr Kriöka;B-RRS;B-RRS;7;9;2;1;1;0;0;0;0;1998;0;1;0;0;0;0;0;0;0;0;1
356;356;Peter Melich;B-RRS;B-RRS;9;11;2;1;1;0;0;0;0;1998;0;1;0;0;0;0;0;0;0;0;1
357;357;M·ria Markuliakov·;B-RRS;B-RRS;11;4;-7;1;1;0;0;1;0;1998;0;1;0;0;0;0;0;0;0;0;1
358;358;M·ria Jakabov·;B-RRS;B-RRS;12;10;-2;1;1;0;0;1;0;1998;0;1;0;0;0;0;0;0;0;0;1
359;359;Ondrej Janko;B-RRS;B-RRS;16;33;17;1;1;0;0;0;0;1998;0;1;0;0;0;0;0;0;0;0;1
360;360;Jozef KoËi;B-RRS;B-RRS;17;18;1;1;1;0;0;0;0;1998;0;1;0;0;0;0;0;0;0;0;1
361;361;Adriana Grosingerov·;B-RRS;SNJ;18;48;30;1;0;1;0;0;0;1998;0;1;0;0;1;0;0;1;0;0;1
362;362;Jaroslav Korpala;B-RRS;B-RRS;20;16;-4;1;1;0;0;1;0;1998;0;1;0;0;0;0;0;0;0;0;1
363;363;M·ria Sojkov·;B-RRS;B-RRS;21;25;4;1;1;0;0;0;0;1998;0;1;0;0;0;0;0;0;0;0;1
364;364;Emil KuËer·k;HTC;ºB;13;137;124;1;0;1;1;0;1;1998;0;1;0;0;1;1;0;1;0;0;1
365;365;VladimÌr MeËiar;HZDS;HZDS;1;1;0;0;1;0;0;1;0;1998;0;0;1;0;0;0;0;0;0;0;1
366;366;Ivan GaöparoviË;HZDS;HZD;2;1;-1;0;0;0;0;1;0;1998;0;0;0;1;1;1;0;0;0;1;1
367;367;Sergej KozlÌk;HZDS;HZDS;3;3;0;0;1;0;0;1;0;1998;0;0;1;0;0;0;0;0;0;0;1
368;368;J·n Gabriel;HZDS;HZDS;6;12;6;0;1;0;0;0;0;1998;0;0;1;0;0;0;0;0;0;0;1
369;369;Jozef Kalman;HZDS;ºB;7;1;-6;0;0;0;0;1;0;1998;0;0;0;1;1;1;0;0;0;1;1
370;370;Vojtech Tk·Ë;HZDS;HZDS;8;5;-3;0;1;0;0;1;0;1998;0;0;1;0;0;0;0;0;0;0;1
371;371;Milan Cagala;HZDS;HZDS;9;34;25;0;1;0;0;0;0;1998;0;0;1;0;0;0;0;0;0;0;1
372;372;KatarÌna TÛthov·;HZDS;HZDS;11;60;49;0;1;0;0;0;0;1998;0;0;1;0;0;0;0;0;0;0;1
373;373;Peter Baco;HZDS;HZDS;12;59;47;0;1;0;0;0;0;1998;0;0;1;0;0;0;0;0;0;0;1
374;374;Gust·v KrajËi;HZDS;HZDS;14;17;3;0;1;0;0;0;0;1998;0;0;1;0;0;0;0;0;0;0;1
375;375;Tibor Cabaj;HZDS;HZDS;16;20;4;0;1;0;0;0;0;1998;0;0;1;0;0;0;0;0;0;0;1
376;376;Irena Belohorsk·;HZDS;HZDS;17;30;13;0;1;0;0;0;0;1998;0;0;1;0;0;0;0;0;0;0;1
377;377;Duöan Jarjabek;HZDS;HZDS;18;32;14;0;1;0;0;0;0;1998;0;0;1;0;0;0;0;0;0;0;1
378;378;Imrich AndrejË·k;HZDS;HZDS;20;97;77;0;1;0;0;0;0;1998;0;0;1;0;0;0;0;0;0;0;1
379;379;Miroslav Maxon;HZDS;HZDS;23;26;3;0;1;0;0;0;0;1998;0;0;1;0;0;0;0;0;0;0;0
380;380;J·n Cuper;HZDS;HZDS;24;42;18;0;1;0;0;0;0;1998;0;0;1;0;0;0;0;0;0;0;0
381;381;Jozef Brhel;HZDS;HZDS;25;25;0;0;1;0;0;1;0;1998;0;0;1;0;0;0;0;0;0;0;0
382;382;Marta Aibekov·;HZDS;HZD;26;3;-23;0;0;0;0;1;0;1998;0;0;0;1;1;1;0;0;0;1;0
383;383;Pavol KaËic;HZDS;HZDS;27;74;47;0;1;0;0;0;0;1998;0;0;1;0;0;0;0;0;0;0;0
384;384;J·n Danko;HZDS;HZDS;30;44;14;0;1;0;0;0;0;1998;0;0;1;0;0;0;0;0;0;0;0
385;385;J·n Jasovsk˝;HZDS;HZDS;31;7;-24;0;1;0;0;1;0;1998;0;0;1;0;0;0;0;0;0;0;0
386;386;J·n BenËat;HZDS;HZD;35;4;-31;0;0;0;0;1;0;1998;0;0;0;1;1;1;0;0;0;1;0
387;387;Alojz Engliö;HZDS;HZDS;38;90;52;0;1;0;0;0;0;1998;0;0;1;0;0;0;0;0;0;0;0
388;388;Milan Reh·k;HZDS;HZDS;40;18;-22;0;1;0;0;1;0;1998;0;0;1;0;0;0;0;0;0;0;0
389;389;Stanislav Hus·r;HZDS;HZDS;41;21;-20;0;1;0;0;1;0;1998;0;0;1;0;0;0;0;0;0;0;0
390;390;Marta Podhradsk·;HZDS;HZD;42;27;-15;0;0;0;0;1;0;1998;0;0;0;1;1;1;0;0;0;1;0
391;391;ºudmila Muökov·;HZDS;HZDS;43;13;-30;0;1;0;0;1;0;1998;0;0;1;0;0;0;0;0;0;0;0
392;392;Ivan S˝kora;HZDS;HZD;50;28;-22;0;0;0;0;1;0;1998;0;0;0;1;1;1;0;0;0;1;0
393;393;Janka Gantnerov·;HZDS;HZDS;51;63;12;0;1;0;0;0;0;1998;0;0;1;0;0;0;0;0;0;0;0
394;394;Jozef Grapa;HZDS;HZD;67;7;-60;0;0;0;0;1;0;1998;0;0;0;1;1;1;0;0;0;1;0
395;395;JozefÌna OböitnÌkov·;HZDS;HZDS;70;93;23;0;1;0;0;0;0;1998;0;0;1;0;0;0;0;0;0;0;0
396;396;J·n KoröÛ;HZDS;HZD;77;5;-72;0;0;0;0;1;0;1998;0;0;0;1;1;1;0;0;0;1;0
397;397;ºuboö LackoviË;HZDS;HZDS;87;50;-37;0;1;0;0;1;0;1998;0;0;1;0;0;0;0;0;0;0;1
398;398;J·n DlhopolËek;HZDS;HZDS;91;45;-46;0;1;0;0;1;0;1998;0;0;1;0;0;0;0;0;0;0;1
